ve_ref,value,tags
1.302.t7,γνώωσι,Aor12.;Subj.
1.302.t8,καὶ,
1.302.t9,οἵδε,Nom1.
1.303.t1,αἶψά,
1.303.t2,τοι,Dat2.
1.303.t3,αἷμα,Nom1.
1.303.t4,κελαινὸν,Agr.
1.303.t5,ἐρωήσει,
1.303.t6,περὶ,Prep3.
1.303.t7,δουρί,GBP.
1.304.t1,ὣς,
1.304.t2,τώ,Nom1.
1.304.t3,γ',
1.304.t4,ἀντιβίοισι,Agr.
1.304.t5,μαχεσσαμένω,
1.304.t6,ἐπέεσσιν,Dat8.
1.305.t1,ἀνστήτην,
1.305.t2,λῦσαν,
1.305.t3,δ',
1.305.t4,ἀγορὴν,Acc1.
1.305.t5,παρὰ,Prep3.
1.305.t6,νηυσὶν,GBP.
1.305.t7,Ἀχαιῶν,Gen1.
1.306.t1,Πηλεΐδης,Nom1.
1.306.t2,μὲν,
1.306.t3,ἐπὶ,Prep3.
1.306.t4,κλισίας,GBP.
1.306.t5,καὶ,
1.306.t6,νῆας,GBP.
1.306.t7,ἐΐσας,Agr.
1.307.t1,ἤϊε,Impf1.
1.307.t2,σύν,Prep2.
1.307.t3,τε,
1.307.t4,Μενοιτιάδῃ,GBP.
1.307.t5,καὶ,
1.307.t6,οἷς,Agr.
1.307.t7,ἑτάροισιν,GBP.
1.308.t1,Ἀτρεΐδης,Nom1.
1.308.t2,δ',
1.308.t3,ἄρα,
1.308.t4,νῆα,Acc1.
1.308.t5,θοὴν,Agr.
1.308.t6,ἅλα,Acc7.
1.308.t7,δὲ,
1.308.t8,προέρυσσεν,
1.309.t1,ἐν,
1.309.t2,δ',
1.309.t3,ἐρέτας,Acc1.
1.309.t4,ἔκρινεν,
1.309.t5,ἐείκοσιν,
1.309.t6,ἐς,
1.309.t7,δ',
1.309.t8,ἑκατόμβην,Acc1.
1.310.t1,βῆσε,
1.310.t2,θεῷ,Dat3.
1.310.t3,ἀνὰ,
1.310.t4,δὲ,
1.310.t5,Χρυσηΐδα,Acc1.
1.310.t6,καλλιπάρῃον,Agr.
1.311.t1,εἷσεν,
1.311.t2,ἄγων,
1.311.t3,ἐν,
1.311.t4,δ',
1.311.t5,ἀρχὸς,Agr.
1.311.t6,ἔβη,
1.311.t7,πολύμητις,Agr.
1.311.t8,Ὀδυσσεύς,Nom1.
1.312.t1,οἳ,Nom1.
1.312.t2,μὲν,
1.312.t3,ἔπειτ',
1.312.t4,ἀναβάντες,
1.312.t5,ἐπέπλεον,Impf1.
1.312.t6,ὑγρὰ,Agr.
1.312.t7,κέλευθα,Acc6.
1.313.t1,λαοὺς,Acc1.
1.313.t2,δ',
1.313.t3,Ἀτρεΐδης,Nom1.
1.313.t4,ἀπολυμαίνεσθαι,
1.313.t5,ἄνωγεν,
1.314.t1,οἳ,Nom1.
1.314.t2,δ',
1.314.t3,ἀπελυμαίνοντο,
1.314.t4,καὶ,
1.314.t5,εἰς,Prep3.
1.314.t6,ἅλα,GBP.
1.314.t7,λύματα,Acc1.
1.314.t8,βάλλον,Impf1.
1.315.t1,ἕρδον,Impf1.
1.315.t2,δ',
1.315.t3,Ἀπόλλωνι,Dat3.
1.315.t4,τεληέσσας,Agr.
1.315.t5,ἑκατόμβας,Acc1.
1.316.t1,ταύρων,Gen11.
1.316.t2,ἠδ',
1.316.t3,αἰγῶν,Gen11.
1.316.t4,παρὰ,Prep3.
1.316.t5,θῖν',GBP.
1.316.t6,ἁλὸς,Gen4.
1.316.t7,ἀτρυγέτοιο,Agr.
1.317.t1,κνίση,Nom1.
1.317.t2,δ',
1.317.t3,οὐρανὸν,Acc7.
1.317.t4,ἷκεν,
1.317.t5,ἑλισσομένη,
1.317.t6,περὶ,Prep3.
1.317.t7,καπνῷ,GBP.
1.318.t1,ὣς,
1.318.t2,οἳ,Nom1.
1.318.t3,μὲν,
1.318.t4,τὰ,Acc1.
1.318.t5,πένοντο,
1.318.t6,κατὰ,Prep3.
1.318.t7,στρατόν,GBP.
1.318.t8,οὐ,
1.318.t9,Ἀγαμέμνων,Nom1.
1.319.t1,λῆγ',Impf1.
1.319.t2,ἔριδος,Gen10.
1.319.t3,τὴν,Acc1.
1.319.t4,πρῶτον,Acc8.
1.319.t5,ἐπηπείλησ',
1.319.t6,Ἀχιλῆϊ,Dat1.
1.320.t1,ἀλλ',
1.320.t2,ὅ,Nom1.
1.320.t3,γε,
1.320.t4,Ταλθύβιόν,Acc1.
1.320.t5,τε,
1.320.t6,καὶ,
1.320.t7,Εὐρυβάτην,Acc1.
1.320.t8,προσέειπε,
1.321.t1,τώ,Nom1.
1.321.t2,οἱ,Dat2.
1.321.t3,ἔσαν,Impf1.
1.321.t4,κήρυκε,Nom2.
1.321.t5,καὶ,
1.321.t6,ὀτρηρὼ,Agr.
1.321.t7,θεράποντε,Nom2.
1.322.t1,ἔρχεσθον,Pres6.;Mid.
1.322.t2,κλισίην,Acc7.
1.322.t3,Πηληϊάδεω,Agr.
1.322.t4,Ἀχιλῆος,Gen1.
1.323.t1,χειρὸς,Gen2.
1.323.t2,ἑλόντ',
1.323.t3,ἀγέμεν,
1.323.t4,Βρισηΐδα,Acc1.
1.323.t5,καλλιπάρῃον,Agr.
1.324.t1,εἰ,
1.324.t2,δέ,
1.324.t3,κε,
1.324.t4,μὴ,
1.324.t5,δώῃσιν,Aor12.;Subj.
1.324.t6,ἐγὼ,Nom1.
1.324.t7,δέ,
1.324.t8,κεν,
1.324.t9,αὐτὸς,Agr.
1.324.t10,ἕλωμαι,
1.325.t1,ἐλθὼν,
1.325.t2,σὺν,Prep2.
1.325.t3,πλεόνεσσι,GBP.
1.325.t4,τό,Nom1.
1.325.t5,οἱ,Dat14.
1.325.t6,καὶ,
1.325.t7,ῥίγιον,Nom2.
1.325.t8,ἔσται,
1.326.t1,ὣς,
1.326.t2,εἰπὼν,
1.326.t3,προΐει,Impf1.
1.326.t4,κρατερὸν,Agr.
1.326.t5,δ',
1.326.t6,ἐπὶ,
1.326.t7,μῦθον,GBP.
1.326.t8,ἔτελλε,Impf1.
1.327.t1,τὼ,Nom1.
1.327.t2,δ',
1.327.t3,ἀέκοντε,Agr.
1.327.t4,βάτην,
1.327.t5,παρὰ,Prep3.
1.327.t6,θῖν',GBP.
1.327.t7,ἁλὸς,Gen4.
1.327.t8,ἀτρυγέτοιο,Agr.
1.328.t1,Μυρμιδόνων,Gen1.
1.328.t2,δ',
1.328.t3,ἐπί,Prep3.
1.328.t4,τε,
1.328.t5,κλισίας,GBP.
1.328.t6,καὶ,
1.328.t7,νῆας,GBP.
1.328.t8,ἱκέσθην,
1.329.t1,τὸν,Acc1.
1.329.t2,δ',
1.329.t3,εὗρον,
1.329.t4,παρά,Prep3.
1.329.t5,τε,
1.329.t6,κλισίῃ,GBP.
1.329.t7,καὶ,
1.329.t8,νηῒ,GBP.
1.329.t9,μελαίνῃ,Agr.
1.330.t1,ἥμενον,
1.330.t2,οὐ,
1.330.t3,ἄρα,
1.330.t4,τώ,Acc1.
1.330.t5,γε,
1.330.t6,ἰδὼν,
1.330.t7,γήθησεν,
1.330.t8,Ἀχιλλεύς,Nom1.
1.331.t1,τὼ,Nom1.
1.331.t2,μὲν,
1.331.t3,ταρβήσαντε,
1.331.t4,καὶ,
1.331.t5,αἰδομένω,
1.331.t6,βασιλῆα,Acc1.
1.332.t1,στήτην,
1.332.t2,οὐ,
1.332.t3,τί,Acc1.
1.332.t4,μιν,Acc10.
1.332.t5,προσεφώνεον,Impf1.
1.332.t6,οὐ,
1.332.t7,ἐρέοντο,
1.333.t1,αὐτὰρ,
1.333.t2,ὃ,Nom1.
1.333.t3,ἔγνω,
1.333.t4,ᾗσιν,Agr.
1.333.t5,ἐνὶ,Prep3.
1.333.t6,φρεσὶ,GBP.
1.333.t7,φώνησέν,
1.333.t8,τε,
1.334.t1,χαίρετε,
1.334.t2,κήρυκες,
1.334.t3,Διὸς,Gen8.
1.334.t4,ἄγγελοι,
1.334.t5,ἠδὲ,
1.334.t6,καὶ,
1.334.t7,ἀνδρῶν,Gen8.
1.335.t1,ἆσσον,
1.335.t2,ἴτ',
1.335.t3,οὔ,
1.335.t4,τί,
1.335.t5,μοι,Dat4.
1.335.t6,ὔμμες,Nom1.
1.335.t7,ἐπαίτιοι,Nom2.
1.335.t8,ἀλλ',
1.335.t9,Ἀγαμέμνων,Nom1.
1.336.t1,ὃ,Nom1.
1.336.t2,σφῶϊ,Acc1.
1.336.t3,προΐει,Impf1.
1.336.t4,Βρισηΐδος,Agr.
1.336.t5,εἵνεκα,Prep1.
1.336.t6,κούρης,GBP.
1.337.t1,ἀλλ',
1.337.t2,ἄγε,
1.337.t3,διογενὲς,
1.337.t4,Πατρόκλεες,
1.337.t5,ἔξαγε,
1.337.t6,κούρην,Acc1.
1.338.t1,καί,
1.338.t2,σφωϊν,Dat1.
1.338.t3,δὸς,
1.338.t4,ἄγειν,
1.338.t5,τὼ,Nom1.
1.338.t6,δ',
1.338.t7,αὐτὼ,Agr.
1.338.t8,μάρτυροι,Nom2.
1.338.t9,ἔστων,
1.339.t1,πρός,Prep3.
1.339.t2,τε,
1.339.t3,θεῶν,GBP.
1.339.t4,μακάρων,Agr.
1.339.t5,πρός,Prep3.
1.339.t6,τε,
1.339.t7,θνητῶν,Agr.
1.339.t8,ἀνθρώπων,GBP.
1.340.t1,καὶ,
1.340.t2,πρὸς,Prep3.
1.340.t3,τοῦ,
1.340.t4,βασιλῆος,GBP.
1.340.t5,ἀπηνέος,
1.340.t6,εἴ,
1.340.t7,ποτε,
1.340.t8,δ',
1.340.t9,αὖτε,
1.341.t1,χρειὼ,Nom1.
1.341.t2,ἐμεῖο,
1.341.t3,γένηται,
1.341.t4,ἀεικέα,Agr.
1.341.t5,λοιγὸν,Acc1.
1.341.t6,ἀμῦναι,
1.342.t1,τοῖς,Agr.
1.342.t2,ἄλλοις,Dat1.
1.342.t3,ἦ,
1.342.t4,γὰρ,
1.342.t5,ὅ,Nom1.
1.342.t6,γ',
1.342.t7,ὀλοιῇσι,Agr.
1.342.t8,φρεσὶ,Dat12.
1.342.t9,θύει,
1.343.t1,οὐ,
1.343.t2,τι,
1.343.t3,οἶδε,
1.343.t4,νοῆσαι,
1.343.t5,ἅμα,
1.343.t6,πρόσσω,
1.343.t7,καὶ,
1.343.t8,ὀπίσσω,
1.344.t1,ὅππως,
1.344.t2,οἱ,Dat3.
1.344.t3,παρὰ,Prep3.
1.344.t4,νηυσὶ,GBP.
1.344.t5,σόοι,Agr.
1.344.t6,μαχέοιντο,
1.344.t7,Ἀχαιοί,Nom1.
1.345.t1,ὣς,
1.345.t2,φάτο,
1.345.t3,Πάτροκλος,Nom1.
1.345.t4,δὲ,
1.345.t5,φίλῳ,Agr.
1.345.t6,ἐπεπείθεθ',
1.345.t7,ἑταίρῳ,Dat1.
1.346.t1,ἐκ,Prep3.
1.346.t2,δ',
1.346.t3,ἄγαγε,
1.346.t4,κλισίης,GBP.
1.346.t5,Βρισηΐδα,Acc1.
1.346.t6,καλλιπάρῃον,Agr.
1.347.t1,δῶκε,
1.347.t2,δ',
1.347.t3,ἄγειν,
1.347.t4,τὼ,Nom1.
1.347.t5,δ',
1.347.t6,αὖτις,
1.347.t7,ἴτην,Impf1.
1.347.t8,παρὰ,Prep3.
1.347.t9,νῆας,GBP.
1.347.t10,Ἀχαιῶν,Gen1.
1.348.t1,ἣ,Agr.
1.348.t2,δ',
1.348.t3,ἀέκουσ',Agr.
1.348.t4,ἅμα,Prep2.
1.348.t5,τοῖσι,GBP.
1.348.t6,γυνὴ,Nom1.
1.348.t7,κίεν,Impf1.
1.348.t8,αὐτὰρ,
1.348.t9,Ἀχιλλεὺς,Nom1.
1.349.t1,δακρύσας,
1.349.t2,ἑτάρων,GBP.
1.349.t3,ἄφαρ,
1.349.t4,ἕζετο,
1.349.t5,νόσφι,Prep3.
1.349.t6,λιασθείς,
1.350.t1,θῖν',GBP.
1.350.t2,ἔφ',Prep3.
1.350.t3,ἁλὸς,Gen4.
1.350.t4,πολιῆς,Agr.
1.350.t5,ὁρόων,
1.350.t6,ἐπ',Prep3.
1.350.t7,ἀπείρονα,Agr.
1.350.t8,πόντον,GBP.
1.351.t1,πολλὰ,Agr.
1.351.t2,δὲ,
1.351.t3,μητρὶ,Dat1.
1.351.t4,φίλῃ,Agr.
1.351.t5,ἠρήσατο,
1.351.t6,χεῖρας,Acc1.
1.351.t7,ὀρεγνύς,
1.352.t1,μῆτερ,
1.352.t2,ἐπεί,
1.352.t3,μ',Acc1.
1.352.t4,ἔτεκές,
1.352.t5,γε,
1.352.t6,μινυνθάδιόν,Acc10.
1.352.t7,περ,
1.352.t8,ἐόντα,
1.353.t1,τιμήν,Acc1.
1.353.t2,πέρ,
1.353.t3,μοι,Dat1.
1.353.t4,ὄφελλεν,Impf1.
1.353.t5,Ὀλύμπιος,Agr.
1.353.t6,ἐγγυαλίξαι,
1.354.t1,Ζεὺς,Nom1.
1.354.t2,ὑψιβρεμέτης,Agr.
1.354.t3,νῦν,
1.354.t4,δ',
1.354.t5,οὐ,
1.354.t6,με,Acc1.
1.354.t7,τυτθὸν,Acc8.
1.354.t8,ἔτισεν,
1.355.t1,ἦ,
1.355.t2,γάρ,
1.355.t3,μ',Acc1.
1.355.t4,Ἀτρεΐδης,Agr.
1.355.t5,εὐρὺ,Acc6.
1.355.t6,κρείων,Agr.
1.355.t7,Ἀγαμέμνων,Nom1.
1.356.t1,ἠτίμησεν,
1.356.t2,ἑλὼν,
1.356.t3,γὰρ,
1.356.t4,ἔχει,
1.356.t5,γέρας,Acc1.
1.356.t6,αὐτὸς,
1.356.t7,ἀπούρας,
1.357.t1,ὣς,
1.357.t2,φάτο,Ind1.;Mid3.
1.357.t3,δάκρυ,Acc1.
1.357.t4,χέων,
1.357.t5,τοῦ,Gen10.
1.357.t6,δ',
1.357.t7,ἔκλυε,Impf1.
1.357.t8,πότνια,Agr.
1.357.t9,μήτηρ,Nom1.
1.358.t1,ἡμένη,
1.358.t2,ἐν,Prep3.
1.358.t3,βένθεσσιν,GBP.
1.358.t4,ἁλὸς,Gen4.
1.358.t5,παρὰ,Prep3.
1.358.t6,πατρὶ,GBP.
1.358.t7,γέροντι,Agr.
1.359.t1,καρπαλίμως,
1.359.t2,δ',
1.359.t3,ἀνέδυ,
1.359.t4,πολιῆς,Agr.
1.359.t5,ἁλὸς,Gen10.
1.359.t6,ἠΰτ',
1.359.t7,ὀμίχλη,
1.360.t1,καί,
1.360.t2,ῥα,
1.360.t3,πάροιθ',Prep3.
1.360.t4,αὐτοῖο,GBP.
1.360.t5,καθέζετο,
1.360.t6,δάκρυ,Acc1.
1.360.t7,χέοντος,
1.361.t1,χειρί,Dat8.
1.361.t2,τέ,
1.361.t3,μιν,Acc1.
1.361.t4,κατέρεξεν,
1.361.t5,ἔπος,Acc1.
1.361.t6,τ',
1.361.t7,ἔφατ',Impf1.;Ind1.;Mid3.
1.361.t8,ἔκ,
1.361.t9,τ',
1.361.t10,ὀνόμαζε,Impf1.
1.362.t1,τέκνον,
1.362.t2,τί,Acc11.
1.362.t3,κλαίεις,
1.362.t4,τί,
1.362.t5,δέ,
1.362.t6,σε,Agr.
1.362.t7,φρένας,Acc7.
1.362.t8,ἵκετο,
1.362.t9,πένθος,Nom1.
1.363.t1,ἐξαύδα,
1.363.t2,μὴ,
1.363.t3,κεῦθε,
1.363.t4,νόῳ,Dat12.
1.363.t5,ἵνα,
1.363.t6,εἴδομεν,
1.363.t7,ἄμφω,Nom1.
1.364.t1,τὴν,Acc1.
1.364.t2,δὲ,
1.364.t3,βαρὺ,Acc8.
1.364.t4,στενάχων,
1.364.t5,προσέφη,Impf1.
1.364.t6,πόδας,Acc4.
1.364.t7,ὠκὺς,Agr.
1.364.t8,Ἀχιλλεύς,Nom1.
1.365.t1,οἶσθα,
1.365.t2,τί,Acc11.
1.365.t3,ἤ,
1.365.t4,τοι,Dat1.
1.365.t5,ταῦτα,Acc1.
1.365.t6,ἰδυίῃ,Agr.
1.365.t7,πάντ',Agr.
1.365.t8,ἀγορεύω,
1.366.t1,ᾠχόμεθ',
1.366.t2,ἐς,Prep3.
1.366.t3,Θήβην,GBP.
1.366.t4,ἱερὴν,Agr.
1.366.t5,πόλιν,Agr.
1.366.t6,Ἠετίωνος,Gen1.
1.367.t1,τὴν,Acc1.
1.367.t2,δὲ,
1.367.t3,διεπράθομέν,
1.367.t4,τε,
1.367.t5,καὶ,
1.367.t6,ἤγομεν,Impf1.
1.367.t7,ἐνθάδε,
1.367.t8,πάντα,Acc1.
1.368.t1,καὶ,
1.368.t2,τὰ,Acc1.
1.368.t3,μὲν,
1.368.t4,εὖ,
1.368.t5,δάσσαντο,
1.368.t6,μετὰ,Prep4.
1.368.t7,σφίσιν,GBP.
1.368.t8,υἷες,Nom1.
1.368.t9,Ἀχαιῶν,Gen2.
1.369.t1,ἐκ,
1.369.t2,δ',
1.369.t3,ἕλον,
1.369.t4,Ἀτρεΐδῃ,Dat1.
1.369.t5,Χρυσηΐδα,Acc1.
1.369.t6,καλλιπάρῃον,Agr.
1.370.t1,Χρύσης,Nom1.
1.370.t2,δ',
1.370.t3,αὖθ',
1.370.t4,ἱερεὺς,Agr.
1.370.t5,ἑκατηβόλου,Agr.
1.370.t6,Ἀπόλλωνος,Gen1.
1.371.t1,ἦλθε,
1.371.t2,θοὰς,Agr.
1.371.t3,ἐπὶ,Prep3.
1.371.t4,νῆας,GBP.
1.371.t5,Ἀχαιῶν,Gen1.
1.371.t6,χαλκοχιτώνων,Agr.
1.372.t1,λυσόμενός,
1.372.t2,τε,
1.372.t3,θύγατρα,Acc1.
1.372.t4,φέρων,
1.372.t5,τ',
1.372.t6,ἀπερείσι',Agr.
1.372.t7,ἄποινα,Acc1.
1.373.t1,στέμματ',Acc1.
1.373.t2,ἔχων,
1.373.t3,ἐν,Prep3.
1.373.t4,χερσὶν,GBP.
1.373.t5,ἑκηβόλου,Agr.
1.373.t6,Ἀπόλλωνος,Gen1.
1.374.t1,χρυσέῳ,Agr.
1.374.t2,ἀνὰ,Prep3.
1.374.t3,σκήπτρῳ,GBP.
1.374.t4,καὶ,
1.374.t5,λίσσετο,
1.374.t6,πάντας,Agr.
1.374.t7,Ἀχαιούς,Acc1.
1.375.t1,Ἀτρεΐδα,Acc1.
1.375.t2,δὲ,
1.375.t3,μάλιστα,
1.375.t4,δύω,
1.375.t5,κοσμήτορε,Acc1.
1.375.t6,λαῶν,Gen8.
1.376.t1,ἔνθ',
1.376.t2,ἄλλοι,Agr.
1.376.t3,μὲν,
1.376.t4,πάντες,Agr.
1.376.t5,ἐπευφήμησαν,
1.376.t6,Ἀχαιοὶ,Nom1.
1.377.t1,αἰδεῖσθαί,
1.377.t2,θ',
1.377.t3,ἱερῆα,Acc1.
1.377.t4,καὶ,
1.377.t5,ἀγλαὰ,Agr.
1.377.t6,δέχθαι,
1.377.t7,ἄποινα,Acc1.
1.378.t1,ἀλλ',
1.378.t2,οὐκ,
1.378.t3,Ἀτρεΐδῃ,Agr.
1.378.t4,Ἀγαμέμνονι,Dat2.
1.378.t5,ἥνδανε,Impf1.
1.378.t6,θυμῷ,Dat12.
1.379.t1,ἀλλὰ,
1.379.t2,κακῶς,
1.379.t3,ἀφίει,Impf1.
1.379.t4,κρατερὸν,Agr.
1.379.t5,δ',
1.379.t6,ἐπὶ,
1.379.t7,μῦθον,GBP.
1.379.t8,ἔτελλε,Impf1.
1.380.t1,χωόμενος,
1.380.t2,δ',
1.380.t3,ὁ,Agr.
1.380.t4,γέρων,Nom1.
1.380.t5,πάλιν,
1.380.t6,ᾤχετο,
1.380.t7,τοῖο,Gen10.
1.380.t8,δ',
1.380.t9,Ἀπόλλων,Nom1.
1.381.t1,εὐξαμένου,
1.381.t2,ἤκουσεν,
1.381.t3,ἐπεὶ,
1.381.t4,μάλα,
1.381.t5,οἱ,Dat14.
1.381.t6,φίλος,Nom2.
1.381.t7,ἦεν,Impf1.
1.382.t1,ἧκε,
1.382.t2,δ',
1.382.t3,ἐπ',Prep3.
1.382.t4,Ἀργείοισι,GBP.
1.382.t5,κακὸν,Agr.
1.382.t6,βέλος,Acc1.
1.382.t7,οἳ,Agr.
1.382.t8,δέ,
1.382.t9,νυ,
1.382.t10,λαοὶ,Nom1.
1.383.t1,θνῇσκον,Impf1.
1.383.t2,ἐπασσύτεροι,Agr.
1.383.t3,τὰ,Agr.
1.383.t4,δ',
1.383.t5,ἐπῴχετο,
1.383.t6,κῆλα,Nom1.
1.383.t7,θεοῖο,Gen1.
1.384.t1,πάντῃ,
1.384.t2,ἀνὰ,Prep3.
1.384.t3,στρατὸν,GBP.
1.384.t4,εὐρὺν,Agr.
1.384.t5,Ἀχαιῶν,Gen1.
1.384.t6,ἄμμι,Dat1.
1.384.t7,δὲ,
1.384.t8,μάντις,Nom1.
1.385.t1,εὖ,
1.385.t2,εἰδὼς,
1.385.t3,ἀγόρευε,Impf1.;Ind1.;Act1.
1.385.t4,θεοπροπίας,Acc1.
1.385.t5,ἑκάτοιο,Gen1.
1.386.t1,αὐτίκ',
1.386.t2,ἐγὼ,Nom1.
1.386.t3,πρῶτος,
1.386.t4,κελόμην,
1.386.t5,θεὸν,Acc1.
1.386.t6,ἱλάσκεσθαι,
1.387.t1,Ἀτρεΐωνα,Acc1.
1.387.t2,δ',
1.387.t3,ἔπειτα,
1.387.t4,χόλος,Nom1.
1.387.t5,λάβεν,
1.387.t6,αἶψα,
1.387.t7,δ',
1.387.t8,ἀναστὰς,
1.388.t1,ἠπείλησεν,
1.388.t2,μῦθον,Acc1.
1.388.t3,ὃ,Nom1.
1.388.t4,δὴ,
1.388.t5,τετελεσμένος,
1.388.t6,ἐστί,
1.389.t1,τὴν,Acc1.
1.389.t2,μὲν,
1.389.t3,γὰρ,
1.389.t4,σὺν,Prep1.
1.389.t5,νηῒ,GBP.
1.389.t6,θοῇ,Agr.
1.389.t7,ἑλίκωπες,Agr.
1.389.t8,Ἀχαιοὶ,Nom1.
1.390.t1,ἐς,Prep3.
1.390.t2,Χρύσην,GBP.
1.390.t3,πέμπουσιν,
1.390.t4,ἄγουσι,
1.390.t5,δὲ,
1.390.t6,δῶρα,Acc1.
1.390.t7,ἄνακτι,Dat1.
1.391.t1,τὴν,Acc1.
1.391.t2,δὲ,
1.391.t3,νέον,Acc8.
1.391.t4,κλισίηθεν,
1.391.t5,ἔβαν,
1.391.t6,κήρυκες,Nom1.
1.391.t7,ἄγοντες,
1.392.t1,κούρην,Acc1.
1.392.t2,Βρισῆος,Gen1.
1.392.t3,τήν,Acc1.
1.392.t4,μοι,Dat1.
1.392.t5,δόσαν,
1.392.t6,υἷες,Nom1.
1.392.t7,Ἀχαιῶν,Gen2.
1.393.t1,ἀλλὰ,
1.393.t2,σὺ,
1.393.t3,εἰ,
1.393.t4,δύνασαί,
1.393.t5,γε,
1.393.t6,περίσχεο,
1.393.t7,παιδὸς,Gen10.
1.393.t8,ἑῆος,Agr.
1.394.t1,ἐλθοῦσ',
1.394.t2,Οὔλυμπον,Acc7.
1.394.t3,δὲ,
1.394.t4,Δία,Acc1.
1.394.t5,λίσαι,
1.394.t6,εἴ,
1.394.t7,ποτε,
1.394.t8,δή,
1.394.t9,τι,
1.395.t1,ἢ,
1.395.t2,ἔπει,Dat8.
1.395.t3,ὤνησας,
1.395.t4,κραδίην,Acc1.
1.395.t5,Διὸς,Gen1.
1.395.t6,ἠὲ,
1.395.t7,καὶ,
1.395.t8,ἔργῳ,Dat8.
1.396.t1,πολλάκι,
1.396.t2,γάρ,
1.396.t3,σεο,Gen10.
1.396.t4,πατρὸς,Gen1.
1.396.t5,ἐνὶ,Prep3.
1.396.t6,μεγάροισιν,GBP.
1.396.t7,ἄκουσα,
1.397.t1,εὐχομένης,Agr.
1.397.t2,ὅτ',
1.397.t3,ἔφησθα,Impf1.
1.397.t4,κελαινεφέϊ,Agr.
1.397.t5,Κρονίωνι,Dat1.
1.398.t1,οἴη,
1.398.t2,ἐν,Prep3.
1.398.t3,ἀθανάτοισιν,GBP.
1.398.t4,ἀεικέα,Agr.
1.398.t5,λοιγὸν,Acc1.
1.398.t6,ἀμῦναι,
1.399.t1,ὁππότε,
1.399.t2,μιν,Acc1.
1.399.t3,ξυνδῆσαι,
1.399.t4,Ὀλύμπιοι,Nom1.
1.399.t5,ἤθελον,Impf1.
1.399.t6,ἄλλοι,Agr.
1.400.t1,Ἥρη,Nom1.
1.400.t2,τ',
1.400.t3,ἠδὲ,
1.400.t4,Ποσειδάων,Nom1.
1.400.t5,καὶ,
1.400.t6,Παλλὰς,Agr.
1.400.t7,Ἀθήνη,Nom1.
1.401.t1,ἀλλὰ,
1.401.t2,σὺ,
1.401.t3,τόν,Acc1.
1.401.t4,γ',
1.401.t5,ἐλθοῦσα,
1.401.t6,θεὰ,
1.401.t7,ὑπελύσαο,
1.401.t8,δεσμῶν,Gen10.
1.402.t1,ὦχ',
1.402.t2,ἑκατόγχειρον,Acc1.
1.402.t3,καλέσασ',
1.402.t4,ἐς,Prep3.
1.402.t5,μακρὸν,Agr.
1.402.t6,Ὄλυμπον,GBP.
1.403.t1,ὃν,Agr.
1.403.t2,Βριάρεων,Acc10.
1.403.t3,καλέουσι,
1.403.t4,θεοί,Nom1.
1.403.t5,ἄνδρες,Nom1.
1.403.t6,δέ,
1.403.t7,τε,
1.403.t8,πάντες,Agr.
1.404.t1,Αἰγαίων',Acc10.
1.404.t2,ὃ,Nom1.
1.404.t3,γὰρ,
1.404.t4,αὖτε,
1.404.t5,βίην,Acc4.
1.404.t6,οὗ,Agr.
1.404.t7,πατρὸς,Gen13.
1.404.t8,ἀμείνων,
1.405.t1,ὅς,Nom1.
1.405.t2,ῥα,
1.405.t3,παρὰ,Prep3.
1.405.t4,Κρονίωνι,GBP.
1.405.t5,καθέζετο,
1.405.t6,κύδεϊ,Dat9.
1.405.t7,γαίων,
1.406.t1,τὸν,Acc1.
1.406.t2,καὶ,
1.406.t3,ὑπέδεισαν,
1.406.t4,μάκαρες,Agr.
1.406.t5,θεοὶ,Nom1.
1.406.t6,οὐ,
1.406.t7,ἔτ',
1.406.t8,ἔδησαν,
1.407.t1,τῶν,Gen10.
1.407.t2,νῦν,
1.407.t3,μιν,Acc1.
1.407.t4,μνήσασα,
1.407.t5,παρέζεο,
1.407.t6,καὶ,
1.407.t7,λαβὲ,
1.407.t8,γούνων,Gen10.
1.408.t1,αἴ,
1.408.t2,κέν,
1.408.t3,πως,
1.408.t4,ἐθέλῃσιν,
1.408.t5,ἐπὶ,
1.408.t6,Τρώεσσιν,GBP.
1.408.t7,ἀρῆξαι,
1.409.t1,τοὺς,Agr.
1.409.t2,δὲ,
1.409.t3,κατὰ,Prep3.
1.409.t4,πρύμνας,GBP.
1.409.t5,τε,
1.409.t6,καὶ,
1.409.t7,ἀμφ',Prep3.
1.409.t8,ἅλα,
1.409.t9,ἔλσαι,
1.409.t10,Ἀχαιοὺς,Acc1.
1.410.t1,κτεινομένους,
1.410.t2,ἵνα,
1.410.t3,πάντες,Nom1.
1.410.t4,ἐπαύρωνται,
1.410.t5,βασιλῆος,Gen10.
1.411.t1,γνῷ,Aor12.;Subj.
1.411.t2,δὲ,
1.411.t3,καὶ,
1.411.t4,Ἀτρεΐδης,Agr.
1.411.t5,εὐρὺ,Acc6.
1.411.t6,κρείων,Agr.
1.411.t7,Ἀγαμέμνων,Nom1.
1.412.t1,ἣν,Agr.
1.412.t2,ἄτην,Acc1.
1.412.t3,ὅ,
1.412.t4,τ',
1.412.t5,ἄριστον,
1.412.t6,Ἀχαιῶν,Gen13.
1.412.t7,οὐδὲν,Acc8.
1.412.t8,ἔτισεν,
1.413.t1,τὸν,Acc1.
