ve_ref,value,lemma,gloss (eng),tag
2347.t7,wiht,wiht,anything,as
2347.t8,"dyde,",don,regard,p3s
2348.t1,eafoð,eafoð,strength,as
2348.t2,ond,ond,and,indeclinable
2348.t3,"ellen,",ellen,courage,as
2348.t4,forðon,forðon,because,indeclinable
2348.t5,hē,he,he,nsm
2348.t6,ǣr,ær,before,indeclinable
2348.t7,fela,fela,many,in
2349.t1,nearo,nearo,straits,as
2349.t2,nēðende,neðan,brave,pprnsm
2349.t3,nīða,nið,assault,gp
2349.t4,"gedīgde,",gedigan,survive,p3s
2350.t1,"hildehlemma,",hilde-hlæmm,clash of battle,gp
2350.t2,syððan,siððan,after,indeclinable
2350.t3,hē,he,he,nsm
2350.t4,"Hrōðgāres,",Hroðgar,Hrothgar,gs
2351.t1,sigorēadiġ,sigor-eadig,victory-blessed,nsm
2351.t2,"secg,",secg,man,ns
2351.t3,sele,sele,hall,as
2351.t4,"fǣlsode,",fælsian,purify,p3s
2352.t1,ond,ond,and,indeclinable
2352.t2,æt,æt,in,indeclinable
2352.t3,gūðe,guð,battle,ds
2352.t4,forgrāp,forgripan,destroy,p3s
2352.t5,Grendeles,Grendel,Grendel,gs
2352.t6,mǣgum,mæg,kinsman,dp
2353.t1,lāðan,lað,hateful,gsn
2353.t2,cynnes.,cynn,race,gs
2353.t3,Nō,no,not at all,indeclinable
2353.t4,þæt,þæt,that,nsn
2353.t5,lǣsest,læsest,least,nsns
2353.t6,wæs,wesan,be,p3s
2354.t1,hondgemōta,hand-gemot,hand-meeting,gp
2354.t2,þǣr,þær,where,indeclinable
2354.t3,mon,mon,one,ns
2354.t4,Hygelāc,Hygelac,Hygelac,as
2354.t5,"slōh,",slean,strike,p3s
2355.t1,syððan,siððan,when,indeclinable
2355.t2,Gēata,Geatas,Geats,gp
2355.t3,cyning,cyning,king,ns
2355.t4,gūðe,guð,war,gs
2355.t5,"rǣsum,",ræs,onslaught,dp
2356.t1,frēawine,frea-wine,lord and friend,ns
2356.t2,folca,folc,people,gp
2356.t3,Frēslondum,Frys-land,Frisia,dp
2356.t4,"on,",on,in,indeclinable
2357.t1,Hrēðles,Hreþel,Hrethel,gs
2357.t2,eafora,eafora,son,ns
2357.t3,hiorodryncum,heoro-drinc,sword-drink,dp
2357.t4,"swealt,",sweltan,die,p3s
2358.t1,bille,bill,sword,ds
2358.t2,gebēaten.,beatan,beat,ppnsm
2358.t3,Þonan,þonan,thence,indeclinable
2358.t4,Bīowulf,Beowulf,Beowulf,ns
2358.t5,cōm,cuman,come,p3s
2359.t1,sylfes,self,(he) self,gsm
2359.t2,"cræfte,",cræft,strength,ds
2359.t3,sundnytte,sund-nytt,act of swimming,as
2359.t4,drēah;,dreogan,perform,p3s
2360.t1,hæfde,habban,have,p3s
2360.t2,him,he,himself,dsm
2360.t3,on,on,in,indeclinable
2360.t4,earme,earm,arm,ds
2360.t5,ealra,eall,(in) all,gpf
2360.t6,þrītiġ,þritig,thirty,apf
2361.t1,hildegeatwa,hilde-geatwe,battle-gear,ap
2361.t2,þā,þa,when,indeclinable
2361.t3,hē,he,he,nsm
2361.t4,tō,to,to,indeclinable
2361.t5,holme,holm,sea,ds
2361.t6,þrong.,þringan,press forward,p3s
2362.t1,Nealles,nealles,not at all,indeclinable
2362.t2,Hetware,Hetware,Hetware,np
2362.t3,hrēmge,hremig,exalting,npm
2362.t4,þorfton,þurfan,need ('be' underst.),p3p
2363.t1,"fēðewīges,",feþe-wig,fight on foot,gs
2363.t2,þē,þe,who,in
2363.t3,him,he,he,dsm
2363.t4,foran,foran,in front,indeclinable
2363.t5,ongēan,ongean,against,indeclinable
2364.t1,linde,lind,linden,ap
2364.t2,bǣron;,beran,bear,p3p
2364.t3,lȳt,lyt,few,ns
2364.t4,eft,eft,back,indeclinable
2364.t5,becwōm,becuman,go,p3s
2365.t1,fram,fram,from,indeclinable
2365.t2,þām,se,the,dsm
2365.t3,hildfrecan,hild-freca,warrior,ds
2365.t4,hāmes,ham,home,gs
2365.t5,nīosan.,neosan,seek out,i
2366.t1,Oferswam,oferswimman,swim over,p3s
2366.t2,ðā,þa,then,indeclinable
2366.t3,sioleða,sioloð,sea (?),gp
2366.t4,bigong,begang,expanse,as
2366.t5,sunu,sunu,son,ns
2366.t6,"Ecgðēowes,",Ecgþeow,Ecgtheow,gs
2367.t1,earm,earm,forlorn,nsm
2367.t2,ānhaga,an-haga,solitary one,ns
2367.t3,eft,eft,back,indeclinable
2367.t4,tō,to,to,indeclinable
2367.t5,lēodum;,leod,man,dp
2368.t1,þǣr,þær,where,indeclinable
2368.t2,him,he,he,dsm
2368.t3,Hygd,Hygd,Hygd,ns
2368.t4,gebēad,gebeodan,offer,p3s
2368.t5,hord,hord,hoard,as
2368.t6,ond,ond,and,indeclinable
2368.t7,"rīce,",rice,kingdom,as
2369.t1,bēagas,beag,ring,ap
2369.t2,ond,ond,and,indeclinable
2369.t3,bregostōl;,brego-stol,princely seat,as
2369.t4,bearne,bearn,son,ds
2369.t5,ne,ne,not,indeclinable
2369.t6,"trūwode,",truwian,trust in,p3s
2370.t1,þæt,þæt,that,indeclinable
2370.t2,hē,he,he,nsm
2370.t3,wið,wið,against,indeclinable
2370.t4,ælfylcum,æl-fylce,foreign army,dp
2370.t5,ēþelstōlas,eþel-stol,ancestral throne,ap
2371.t1,healdan,healdan,hold,i
2371.t2,"cūðe,",cunnan,could,p3s
2371.t3,ðā,þa,now that,indeclinable
2371.t4,wæs,wesan,be,p3s
2371.t5,Hygelāc,Hygelac,Hygelac,ns
2371.t6,dēad.,dead,dead,nsm
2372.t1,Nō,no þy ær,yet...not,indeclinable
2372.t2,ðȳ,feasceaft,destitute,npm
2372.t3,ǣr,findan,obtain,i
2372.t4,fēasceafte,magan,could,p3p
2373.t1,æt,æt,from,indeclinable
2373.t2,ðām,se,the,dsm
2373.t3,æðelinge,æþeling,prince,ds
2373.t4,ǣnige,ænig,any,isn
2373.t5,ðinga,þing,way,gp
2374.t1,þæt,þæt,that,indeclinable
2374.t2,hē,he,he,nsm
2374.t3,Heardrēde,Heardred,Heardred,ds
2374.t4,hlāford,hlaford,lord,ns
2374.t5,"wǣre,",wesan,be,pc3s
2375.t1,oððe,oððe,or,indeclinable
2375.t2,þone,se,the,asm
2375.t3,cynedōm,cynedom,royal power,as
2375.t4,cīosan,ceosan,choose,i
2375.t5,wolde;,willan,wish,pc3s
2376.t1,hwæðre,hwæþre,however,indeclinable
2376.t2,hē,he,he,nsm
2376.t3,him,he,he,dsm
2376.t4,on,on,among,indeclinable
2376.t5,folce,folc,people,ds
2376.t6,frēondlārum,freond-lar,friendly counsel,dp
2376.t7,"hēold,",healdan,uphold,p3s
2377.t1,ēstum,est,good will,dp
2377.t2,mid,mid,with,indeclinable
2377.t3,"āre,",ar,help,ds
2377.t4,oð,oð þæt,until,indeclinable
2377.t5,ðæt,he,he,nsm
2377.t6,hē,eald,old,nsmc
2377.t7,yldra,weorðan,become,p3s
2378.t1,Weder-Ġēatum,Weder-Geatas,Geats,dp
2378.t2,wēold.,wealdan,rule,p3s
2378.t3,Hyne,he,he,asm
2378.t4,wræcmæcgas,wræc-mæcg,exile,np
2379.t1,ofer,ofer,across,indeclinable
2379.t2,sǣ,sæ,sea,as
2379.t3,"sōhtan,",secan,seek out,p3p
2379.t4,suna,sunu,son,np
2379.t5,Ōhteres;,Ohthere,Ohthere,gs
2380.t1,hæfdon,habban,have,p3p
2380.t2,hȳ,hie,they,npm
2380.t3,forhealden,forhealdan,rebel against,pp
2380.t4,helm,helm,protector,as
2380.t5,"Scylfinga,",Scylfingas,Scylfings,dp
2381.t1,þone,se,the,asm
2381.t2,sēlestan,selest,best,asms
2381.t3,sǣcyninga,sæ-cyning,sea-king,gp
2382.t1,þāra,se,that,gpm
2382.t2,ðe,þe,who,in
2382.t3,in,in,in,indeclinable
2382.t4,Swīorīċe,Sweo-rice,Sweden,ds
2382.t5,sinc,sinc,treasure,as
2382.t6,"brytnade,",brytnian,distribute,p3s
2383.t1,mǣrne,mære,famous,asm
2383.t2,þēoden.,þeoden,lord,as
2383.t3,Him,he,he,dsm
2383.t4,þæt,þæt,that,nsn
2383.t5,tō,to,(weorðan to),indeclinable
2383.t6,mearce,mearc,end,ds
2383.t7,wearð:,weorðan,become (+to),p3s
2384.t1,hē,he,he,nsm
2384.t2,þǣr,þær,there,indeclinable
2384.t3,for,for,because of,indeclinable
2384.t4,feorme,feorm,hospitality,ds
2384.t5,feorhwunde,feorh-wund,mortal wound,ds
2384.t6,"hlēat,",hleotan,receive,p3s
2385.t1,sweordes,sweord,sword,gs
2385.t2,"swengum,",sweng,stroke,dp
2385.t3,sunu,sunu,son,ns
2385.t4,"Hygelāces,",Hygelac,Hygelac,gs
2386.t1,ond,ond,and,indeclinable
2386.t2,him,he,himself,dsm
2386.t3,eft,eft,back,indeclinable
2386.t4,gewāt,gewitan,go,p3s
2386.t5,Ongenðīoes,Ongenþeow,Ongentheow,gs
2386.t6,bearn,bearn,son,ns
2387.t1,hāmes,ham,home,gs
2387.t2,nīosan,neosan,seek out,i
2387.t3,syððan,siððan,after,indeclinable
2387.t4,Heardrēd,Heardred,Heardred,ns
2387.t5,"læg,",licgan,lie,p3s
2388.t1,lēt,lætan,let,p3s
2388.t2,ðone,se,the,asm
2388.t3,bregostōl,brego-stol,princely seat,as
2388.t4,Bīowulf,Beowulf,Beowulf,as
2388.t5,"healdan,",healdan,hold,i
2389.t1,Gēatum,Geatas,Geats,dp
2389.t2,wealdan;,wealdan,rule,i
2389.t3,þæt,þæt,that,nsn
2389.t4,wæs,wesan,be,p3s
2389.t5,gōd,god,good,nsm
2389.t6,cyning.,cyning,king,ns
2390.t1,Sē,se,he,nsm
2390.t2,ðæs,se,that,gsm
2390.t3,lēodhryres,leod-hryre,fall of a people,gs
2390.t4,lēan,lean,reward,as
2390.t5,gemunde,gemunan,remember,p3s
2391.t1,uferan,ufera,later,dpnc
2391.t2,"dōgrum,",dogor,day,dp
2391.t3,Ēadgilse,Eadgils,Eadgils,ds
2391.t4,wearð,weorðan,become,p3s
2392.t1,fēasceaftum,feasceaft,destitute,dsm
2392.t2,frēond;,freond,friend,ns
2392.t3,folce,folc,army,ds
2392.t4,gestēpte,gestepan,support,p3s
2393.t1,ofer,ofer,across,indeclinable
2393.t2,sǣ,sæ,sea,as
2393.t3,sīde,sid,wide,asf
2393.t4,sunu,sunu,son,as
2393.t5,"Ōhteres,",Ohthere,Ohthere,gs
2394.t1,wigum,wiga,warrior,dp
2394.t2,ond,ond,and,indeclinable
2394.t3,wǣpnum;,wæpen,weapon,dp
2394.t4,hē,he,he,nsm
2394.t5,gewræc,gewrecan,avenge,p3s
2394.t6,syððan,siððan,then,indeclinable
2395.t1,cealdum,ceald,pernicious,dpm
2395.t2,"cearsīðum,",cear-sið,expedition bringing sorrow,dp
2395.t3,cyning,cyning,king,as
2395.t4,ealdre,ealdor,life,ds
2395.t5,binēat.,beneotan,deprive,p3s
2396.t1,Swā,swa,thus,indeclinable
2396.t2,hē,he,he,nsm
2396.t3,nīða,nið,assault,gp
2396.t4,gehwane,gehwa,every,asm
2396.t5,genesen,genesan,survive,pp
2396.t6,"hæfde,",habban,have,p3s
2397.t1,slīðra,sliðen,fierce,gpn
2397.t2,"geslyhta,",geslyht,onslaught,gp
2397.t3,sunu,sunu,son,ns
2397.t4,"Ecgðīowes,",Ecgþeow,Ecgtheow,gs
2398.t1,"ellenweorca,",ellen-weorc,courageous deed,gp
2398.t2,oð,oð,until,indeclinable
2398.t3,ðone,se,that,asm
2398.t4,ānne,an,one,asm
2398.t5,dæg,dæg,day,as
2399.t1,þē,þe,on which,in
2399.t2,hē,he,he,nsm
2399.t3,wið,wið,against,indeclinable
2399.t4,þām,se,the,dsm
2399.t5,wyrme,wyrm,serpent,ds
2399.t6,gewegan,gewegan,fight,i
2399.t7,sceolde.,sculan,have to,p3s
2400.t1,Gewāt,gewitan,go,p3s
2400.t2,þā,þa,then,indeclinable
2400.t3,twelfa,twelf,twelve,gpm
2400.t4,sum,sum,one,nsm
2400.t5,torne,torn,anger,ds
2400.t6,gebolgen,gebelgan,enrage,ppnsm
2401.t1,dryhten,dryhten,lord,ns
2401.t2,Gēata,Geatas,Geats,gp
2401.t3,dracan,draca,dragon,as
2401.t4,scēawian;,sceawian,examine,i
2402.t1,hæfde,habban,have,p3s
2402.t2,þā,þa,then,indeclinable
2402.t3,gefrūnen,gefrignan,learn,pp
2402.t4,hwanan,hwanan,whence,indeclinable
2402.t5,sīo,seo,the,nsf
2402.t6,fǣhð,fæhð,feud,ns
2402.t7,"ārās,",arisan,arise,p3s
2403.t1,bealonīð,bealo-nið,pernicious evil,ns
2403.t2,biorna;,beorn,warrior,gp
2403.t3,him,he,he,dsm
2403.t4,tō,to,into,indeclinable
2403.t5,bearme,bearm,possession,ds
2403.t6,cwōm,cuman,come,p3s
2404.t1,māðþumfæt,maððum-fæt,precious cup,ns
2404.t2,mǣre,mære,famous,nsn
2404.t3,þurh,þurh,through,indeclinable
2404.t4,ðæs,se,the,gsm
2404.t5,meldan,melda,informer,gs
2404.t6,hond.,hand,hand,as
2405.t1,Sē,se,that,nsm
2405.t2,wæs,wesan,be,p3s
2405.t3,on,on,in,indeclinable
2405.t4,ðām,se,the,dsm
2405.t5,ðrēate,þreat,troop,ds
2405.t6,þreottēoða,þreotteoða,thirteenth,nsm
2405.t7,"secg,",secg,man,ns
2406.t1,sē,se,who,nsm
2406.t2,ðæs,þæt,the,gsn
2406.t3,orleges,orlege,conflict,gs
2406.t4,ōr,or,origin,as
2406.t5,"onstealde,",onstellan,bring about,p3s
2407.t1,hæft,hæft,captive,ns
2407.t2,"hygegiōmor,",hige-geomor,sad in mind,nsm
2407.t3,sceolde,sculan,have to,p3s
2407.t4,hēan,hean,abject,nsm
2407.t5,ðonon,þonan,thence,indeclinable
2408.t1,wong,wong,place,as
2408.t2,wīsian.,wisian,show the way to,i
2408.t3,Hē,he,he,nsm
2408.t4,ofer,ofer,against,indeclinable
2408.t5,willan,willa,will,as
2408.t6,gīong,gangan,go,p3s
2409.t1,tō,to þæs þe,until,indeclinable
2409.t2,ðæs,he,he,nsm
2409.t3,ðe,eorð-sele,earth-hall,as
2409.t4,hē,an,a certain,asm
2409.t5,eorðsele,witan,know,p3s
2410.t1,hlǣw,hlæw,barrow,as
2410.t2,under,under,under,indeclinable
2410.t3,hrūsan,hruse,ground,ds
2410.t4,holmwylme,holm-wylm,surge of the sea,ds
2410.t5,"nēh,",neah,near,indeclinable
2411.t1,ȳðgewinne;,yð-gewinn,tumult of the waves,ds
2411.t2,sē,se,that,nsm
2411.t3,wæs,wesan,be,p3s
2411.t4,innan,innan,within,indeclinable
2411.t5,full,full,full,nsm
2412.t1,wrǣtta,wrætt,work of art,gp
2412.t2,ond,ond,and,indeclinable
2412.t3,wīra.,wir,filigree,gp
2412.t4,Weard,weard,guardian,ns
2412.t5,"unhīore,",unhyre,monstrous,nsm
2413.t1,gearo,gearo,ready,nsm
2413.t2,gūðfreca,guð-freca,fighter,ns
2413.t3,goldmāðmas,gold-maððum,treasure,ap
2413.t4,hēold,healdan,hold,p3s
2414.t1,eald,eald,old,nsm
2414.t2,under,under,under,indeclinable
2414.t3,eorðan;,eorðe,earth,ds
2414.t4,næs,ne wesan,be not,p3s
2414.t5,þæt,þæt,that,nsn
2414.t6,ȳðe,eaðe,easy,nsm
2414.t7,cēap,ceap,purchase,ns
2415.t1,tō,to,to,indeclinable
2415.t2,gegangenne,gegangan,obtain,if
2415.t3,gumena,guma,man,gp
2415.t4,ǣnigum.,ænig,any,dsm
2416.t1,Gesæt,gesittan,sit down,p3s
2416.t2,ðā,þa,then,indeclinable
2416.t3,on,on,on,indeclinable
2416.t4,næsse,næss,headland,ds
2416.t5,nīðheard,nið-heard,brave in battle,nsm
2416.t6,cyning,cyning,king,ns
2417.t1,þenden,þenden,while,indeclinable
2417.t2,hǣlo,hælo,luck,as
2417.t3,ābēad,abeodan,wish,p3s
2417.t4,"heorðgenēatum,",heorð-geneat,hearth-companion,dp
2418.t1,goldwine,gold-wine,generous friend,ns
2418.t2,Gēata.,Geatas,Geats,np
2418.t3,Him,he,he,dsm
2418.t4,wæs,wesan,be,p3s
2418.t5,geōmor,geomor,sad,nsm
2418.t6,"sefa,",sefa,heart,ns
2419.t1,wǣfre,wæfre,restless,nsm
2419.t2,ond,ond,and,indeclinable
2419.t3,"wælfūs,",wæl-fus,eager for slaughter,nsm
2419.t4,wyrd,wyrd,fate,ns
2419.t5,ungemete,ungemete,exceedingly,indeclinable
2419.t6,"nēah,",neah,near,nsf
2420.t1,sē,se,which,nsm
2420.t2,ðone,se,the,asm
2420.t3,gomelan,gamol,old,asm
2420.t4,grētan,gretan,reach,i
2420.t5,"sceolde,",sculan,should,p3s
2421.t1,sēcean,secan,seek out,i
2421.t2,sāwle,sawol,soul,gs
2421.t3,"hord,",hord,hoard,as
2421.t4,sundur,sundor,asunder,indeclinable
2421.t5,gedǣlan,gedælan,sever,p3s
2422.t1,līf,lif,life,as
2422.t2,wið,wið,from,indeclinable
2422.t3,līce;,lic,body,ds
2422.t4,nō,no,not,indeclinable
2422.t5,þon,þæt,that,isn
2422.t6,lange,longe,long (?no þon longe=not for long after that),indeclinable
2422.t7,wæs,wesan,be,p3s
2423.t1,feorh,feorh,life,ns
2423.t2,æþelinges,æþeling,prince,gs
2423.t3,flǣsce,flæsc,flesh,ds
2423.t4,bewunden.,bewindan,envelop,pp
2424.t1,Bīowulf,Beowulf,Beowulf,ns
2424.t2,"maþelade,",maþelian,speak,p3s
2424.t3,bearn,bearn,son,ns
2424.t4,Ecgðēowes:,Ecgþeow,Ecgtheow,gs
2425.t1,‘Fela,fela,many,in
2425.t2,iċ,ic,I,ns
2425.t3,on,on,in,indeclinable
2425.t4,giogoðe,geogoð,youth,ds
2425.t5,gūðrǣsa,guð-ræs,attack,gp
2425.t6,"genæs,",genesan,survive,p1s
2426.t1,orleghwīla;,orleg-hwil,time of war,gp
2426.t2,iċ,ic,I,ns
2426.t3,þæt,þæt,that,asn
2426.t4,eall,eall,all,asn
2426.t5,gemon.,gemunan,remember,pr1s
2427.t1,Iċ,ic,I,ns
2427.t2,wæs,wesan,be,p1s
2427.t3,syfanwintre,seofon-wintre,seven years old,nsm
2427.t4,þā,þa,when,indeclinable
2427.t5,meċ,ic,I,as
2427.t6,sinca,sinc,treasure,gp
2427.t7,baldor,bealdor,lord,ns
2428.t1,frēawine,frea-wine,lord and friend,ns
2428.t2,folca,folc,people,gp
2428.t3,æt,æt,from,indeclinable
2428.t4,mīnum,min,my,dsm
2428.t5,fæder,fæder,father,ds
2428.t6,ġenam;,geniman,receive,p3s
2429.t1,hēold,healdan,keep,p3s
2429.t2,mec,ic,I,as
2429.t3,ond,ond,and,indeclinable
2429.t4,hæfde,habban,have,p3s
2429.t5,Hrēðel,Hreþel,Hrethel,ns
2429.t6,"cyning,",cyning,king,ns
2430.t1,geaf,gifan,give,p3s
2430.t2,mē,ic,I,ds
2430.t3,sinc,sinc,treasure,as
2430.t4,ond,ond,and,indeclinable
2430.t5,"symbel,",symbel,banquet,as
2430.t6,sibbe,sibb,kinship,as
2430.t7,gemunde;,gemunan,remember,p3s
2431.t1,næs,ne wesan,be not,p1s
2431.t2,ic,ic,I,ns
2431.t3,him,he,he,dsm
2431.t4,tō,to,in,indeclinable
2431.t5,līfe,lif,life,ds
2431.t6,lāðra,lað,hated,nsmc
2431.t7,"ōwihte,",owiht,(in) anything,dsn
2432.t1,beorn,beorn,warrior,ns
2432.t2,in,in,in,indeclinable
2432.t3,"burgum,",burh,stronghold,dp
2432.t4,þonne,þonne,than,indeclinable
2432.t5,his,he,his,gsm
2432.t6,bearna,bearn,son,gp
2432.t7,"hwylc,",hwylc,any,nsn
2433.t1,Herebeald,Herebeald,Herebeald,ns
2433.t2,ond,ond,and,indeclinable
2433.t3,Hæðcyn,Hæðcyn,Hæthcyn,ns
2433.t4,oððe,oððe,or,indeclinable
2433.t5,Hygelāc,Hygelac,Hygelac,ns
2433.t6,mīn.,min,my,nsm
2434.t1,Wæs,wesan,be,p3s
2434.t2,þām,se,the,dsm
2434.t3,yldestan,eald,eldest,dsms
2434.t4,unġedēfelīċe,ungedefelice,unfittingly,indeclinable
2435.t1,mǣges,mæg,kinsman,gs
2435.t2,dǣdum,dæd,action,dp
2435.t3,morþorbed,morðor-bedd,bed of violent death,ns
2435.t4,"strêd,",stregan,spread,pp
2436.t1,syððan,siððan,when,indeclinable
2436.t2,hyne,he,he,asm
2436.t3,Hæðcyn,Hæðcyn,Hæthcyn,ns
2436.t4,of,of,from,indeclinable
2436.t5,"hornbogan,",horn-boga,horn-bow,ds
2437.t1,his,he,his,gsm
2437.t2,frēawine,frea-wine,lord and friend,as
2437.t3,flāne,flan,arrow,ds
2437.t4,"geswencte,",geswencan,strike,p3s
2438.t1,miste,missan,miss,p3s
2438.t2,mercelses,mercels,mark,gs
2438.t3,ond,ond,and,indeclinable
2438.t4,his,he,his,gsm
2438.t5,mǣg,mæg,kinsman,as
2438.t6,"ofscēt,",ofsceotan,shoot dead,p3s
2439.t1,brōðor,broðor,brother,ns
2439.t2,ōðerne,oþer,other,asm
2439.t3,blōdigan,blodig,bloody,dsm
2439.t4,gāre.,gar,dart,ds
2440.t1,Þæt,þæt,that,nsn
2440.t2,wæs,wesan,be,p3s
2440.t3,feohlēas,feohleas,uncompensated,nsn
2440.t4,"gefeoht,",gefeoht,fight,ns
2440.t5,fyrenum,fyren,crime (=sorely),dp
2440.t6,"gesyngad,",gesyngian,do wrong,ppnsn
2441.t1,hreðre,hreðer,heart,ds
2441.t2,hygemēðe;,hige-meðe,wearying,nsn
2441.t3,sceolde,sculan,have to,p3s
2441.t4,hwæðre,hwæþre,yet,indeclinable
2441.t5,swā,swa þeah,however,indeclinable
2442.t1,æðeling,æþeling,prince,ns
2442.t2,unwrecen,unwrecen,unavenged,nsm
2442.t3,ealdres,ealdor,life,gs
2442.t4,linnan.,linnan,lose,i
2443.t1,Swā,swa,thus,indeclinable
2443.t2,bið,beon,be,pr3s
2443.t3,geōmorlīċ,geomorlic,sad,nsn
2443.t4,gomelum,gamol,old,dsm
2443.t5,ċeorle,ceorl,man,ds
2444.t1,tō,to,to,indeclinable
2444.t2,"gebīdanne,",gebidan,experience,if
2444.t3,þæt,þæt,that,indeclinable
2444.t4,his,he,his,gsm
2444.t5,byre,byre,son,ns
2444.t6,rīde,ridan,ride,prc3s
2445.t1,giong,geong,young,nsm
2445.t2,on,on,on,indeclinable
2445.t3,galgan.,galga,gallows,ds
2445.t4,Þonne,þonne,then,indeclinable
2445.t5,hē,he,he,nsm
2445.t6,gyd,gidd,dirge,as
2445.t7,"wrece,",wrecan,recite,prc3s
2446.t1,sārigne,sarig,mournful,asm
2446.t2,"sang,",sang,song,as
2446.t3,þonne,þonne,when,indeclinable
2446.t4,his,he,his,gsm
2446.t5,sunu,sunu,son,ns
2446.t6,hangað,hangian,hang,pr3s
2447.t1,hrefne,hrefn,raven,ds
2447.t2,tō,to,as,indeclinable
2447.t3,"hrōðre,",hroðor,benefit,ds
2447.t4,ond,ond,and,indeclinable
2447.t5,hē,he,he,nsm
2447.t6,him,he,he,dsm
2447.t7,helpe,help,help,as
2447.t8,ne,ne,not,indeclinable
2447.t9,mæg,magan,can,pr3s
2448.t1,eald,eald,old,nsm
2448.t2,ond,ond,and,indeclinable
2448.t3,infrōd,infrod,very wise,nsm
2448.t4,ǣnige,ænig,any,asf
2448.t5,"gefremman,",gefremman,offer,i
2449.t1,symble,simble,always,indeclinable
2449.t2,bið,beon,be,pr3s
2449.t3,gemyndgad,gemyndgian,remind,pp
2449.t4,morna,morgen,morning,gp
2449.t5,gehwylce,gehwylc,each,ism
2450.t1,eaforan,eafora,son,gs
2450.t2,ellorsīð;,ellor-sið,journey elsewhere,ns
2450.t3,ōðres,oþer,other,gsm
2450.t4,ne,ne,not,indeclinable
2450.t5,gȳmeð,gyman,care,pr3s
2451.t1,tō,to,to,indeclinable
2451.t2,gebīdanne,gebidan,wait for,if
2451.t3,burgum,burh,stronghold,dp
2451.t4,in,in,in,indeclinable
2451.t5,innan,innan,within,indeclinable
2452.t1,"yrfeweardas,",yrfe-weard,guardian of the inheritance,gs
2452.t2,þonne,þonne,when,indeclinable
2452.t3,se,se,the,nsm
2452.t4,ān,an,one,nsm
2452.t5,hafað,habban,have,pr3s
2453.t1,þurh,þurh,through,indeclinable
2453.t2,dēaðes,deað,death,gs
2453.t3,nȳd,nyd,necessity,as
2453.t4,dǣda,dæd,(one's fill of) deed,gp
2453.t5,gefondad.,gefandian,experience,pp
2454.t1,Gesyhð,geseon,see,pr3s
2454.t2,sorhcearig,sorh-cearig,sorrowful,nsm
2454.t3,on,on,in,indeclinable
2454.t4,his,he,his,gsm
2454.t5,suna,sunu,son,gs
2454.t6,būre,bur,private chamber,ds
2455.t1,wīnsele,win-sele,wine-hall,as
2455.t2,"wēstne,",weste,deserted,asm
2455.t3,windge,windig,windy,asf
2455.t4,"reste,",rest,resting-place,as
2456.t1,rēotġe,reotig,dreary,asf
2456.t2,berofene;,bereofan,empty,ppasf
2456.t3,rīdend,ridend,rider,np
2456.t4,"swefað,",swefan,sleep,pr3p
2457.t1,hæleð,hæle,man,np
2457.t2,in,in,in,indeclinable
2457.t3,hoðman;,hoðma,tomb,ds
2457.t4,nis,ne beon,be not,pr3s
2457.t5,þǣr,þær,there,indeclinable
2457.t6,hearpan,hearpe,harp,gs
2457.t7,"swēg,",sweg,sound,ns
2458.t1,gomen,gomen,mirth,ns
2458.t2,in,in,in,indeclinable
2458.t3,"geardum,",geard,house,dp
2458.t4,swylce,swylc,such as,npn
2458.t5,ðǣr,þær,there,indeclinable
2458.t6,iū,geo,formerly,indeclinable
2458.t7,wǣron.,wesan,be,p3p
2459.t1,Gewīteð,gewitan,go,pr3s
2459.t2,þonne,þonne,then,indeclinable
2459.t3,on,on,to,indeclinable
2459.t4,"sealman,",sealma,bed,as
2459.t5,sorhlēoð,sorh-leoð,song of sorrow,as
2459.t6,gæleð,galan,sing,pr3s
2460.t1,ān,an,one,nsm
2460.t2,æfter,æfter,after,indeclinable
2460.t3,ānum;,an,one (=another),dsm
2460.t4,þūhte,þyncan,seem,p3s
2460.t5,him,he,he,dsm
2460.t6,eall,eall,all,nsn
2460.t7,tō,to,too,indeclinable
2460.t8,"rūm,",rum,spacious,nsn
2461.t1,wongas,wong,field,np
2461.t2,ond,ond,and,indeclinable
2461.t3,wīcstede.,wic-stede,dwelling-place,ns
2461.t4,Swā,swa,so,indeclinable
2461.t5,Wedra,Wederas,Weders,gp
2461.t6,helm,helm,protection,ns
2462.t1,æfter,æfter,for,indeclinable
2462.t2,Herebealde,Herebeald,Herebeald,ds
2462.t3,heortan,heorte,heart,gs
2462.t4,sorge,sorh,sorrow,as
2463.t1,weallinde,weallan,well up,pprasf
2463.t2,wæg;,wegan,bear,p3s
2463.t3,wihte,wihte,at all,indeclinable
2463.t4,ne,ne,not,indeclinable
2463.t5,meahte,magan,could,p3s
2464.t1,on,on,on,indeclinable
2464.t2,ðām,se,the,dsm
2464.t3,feorhbonan,feorh-bana,slayer,ds
2464.t4,fǣghðe,fæhð,feud,as
2464.t5,gebētan;,gebetan,settle,i
2465.t1,nō,no þy ær,yet...not,indeclinable
2465.t2,ðȳ,he,he,nsm
2465.t3,ǣr,se,the,asm
2465.t4,hē,heaþo-rinc,warrior,as
2465.t5,þone,hatian,persecute,i
2465.t6,heaðorinc,ne,not,indeclinable
2465.t7,hatian,magan,could,p3s
2466.t1,lāðum,lað,hostile,dpf
2466.t2,"dǣdum,",dæd,deed,dp
