ve_ref,value,word_value,lemma,gloss,part_of_speech,tag,case,mood
47.99.t3,χρὴ,χρὴ,χρή,1: het is nodig,verb,v3spia---,,indicative
47.99.t4,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.99.t5,ψόγους,ψόγους,ψόγος,"blamable fault, blemish, flaw",noun,n-p---ma-,accusative,
47.99.t6,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.99.t7,ἀσπάζεσθαι,ἀσπάζεσθαι,ἀσπάζομαι,"welcome kindly, greet",verb,v--pne---,,infinitive
47.99.t8,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.99.t9,ἐπαίνους,ἐπαίνους,ἔπαινος,"approval, praise, commendation",noun,n-p---ma-,accusative,
47.99.t10,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.99.t11,τοῦ,τοῦ,ὁ,1: ,article,l-s---mg-,genitive,
47.99.t12,ἑνὸς,ἑνὸς,εἷς,1: naar binnen | in | tot aan; tegen,,m-s---mg-,,
47.99.t13,ἐκείνου,ἐκείνου,ἐκεῖνος,"1: die, dat",pronoun,p-s---mg-,genitive,
47.99.t14,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
47.99.t15,μὴ,μὴ,μή,1: niet,adverb,d--------,,
47.99.t16,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.99.t17,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
47.99.t18,πολλῶν.,πολλῶν,πολύς,1: talrijk,adjective,a-p---mg-,genitive,
47.100.t1,δῆλα,δῆλα,δῆλος,"visible, conspicuous",adjective,a-p---nn-,nominative,
47.100.t2,δή.,δή,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
47.100.t3,[0],[0],,,,,,
47.101.t1,ταύτῃ,ταύτῃ,ταύτῃ,,adverb,d--------,,
47.101.t2,ἄρα,ἄρα,ἄρα,i[rtilde],adverb,d--------,,
47.101.t3,αὐτῷ,αὐτῷ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---md-,dative,
47.101.t4,πρακτέον,πρακτέον,πράσσω,,,v-s-g-nn-,,
47.101.t5,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.101.t6,γυμναστέον,γυμναστέον,γυμνάζω,"train naked, train in gymnastic exercise",,v-s-g-nn-,,
47.101.t7,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.101.t8,ἐδεστέον,ἐδεστέον,ἐσθίω,1: eten,,v-s-g-nn-,,
47.101.t9,γε,γε,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
47.101.t10,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.101.t11,"ποτέον,",ποτέον,πίνω,1: drinken,,v-s-g-nn-,,
47.101.t12,ᾗ,ᾗ,ᾗ,"which way, where, whither",adverb,d--------,,
47.101.t13,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
47.101.t14,τῷ,τῷ,ὁ,1: ,article,l-s---md-,dative,
47.101.t15,ἑνὶ,ἑνὶ,εἷς,1: naar binnen | in | tot aan; tegen,,m-s---md-,,
47.101.t16,"δοκῇ,",δοκῇ,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3spsa---,,subjunctive
47.101.t17,τῷ,τῷ,ὁ,1: ,article,l-s---md-,dative,
47.101.t18,ἐπιστάτῃ,ἐπιστάτῃ,ἐπιστάτης,one who stands near or by,noun,n-s---md-,dative,
47.101.t19,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.101.t20,"ἐπαΐοντι,",ἐπαΐοντι,ἐπαΐω,,verb,v-sppamd-,dative,participle
47.101.t21,μᾶλλον,μᾶλλον,μάλα,"1: zeer, veel",adverb,d-------c,,
47.101.t22,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
47.101.t23,ᾗ,ᾗ,ᾗ,"which way, where, whither",adverb,d--------,,
47.101.t24,σύμπασι,σύμπασι,σύμπας,"all together, all at once",adjective,a-p---md-,dative,
47.101.t25,τοῖς,τοῖς,ὁ,1: ,article,l-p---md-,dative,
47.101.t26,ἄλλοις.,ἄλλοις,ἄλλος,1: ander,pronoun,p-p---md-,dative,
47.101.t27,[0],[0],,,,,,
47.101.t28,[1],[1],,,,,,
47.102.t1,ἔστι,ἔστι,εἰμί,1: gaan,verb,v3spia---,,indicative
47.102.t2,ταῦτα.,ταῦτα,οὗτος,1: die (daar),pronoun,p-p---nn-,nominative,
47.103.t1,εἶεν.,εἶεν,εἶεν,3: goed | genoeg,interjection,i--------,,
47.104.t1,ἀπειθήσας,ἀπειθήσας,ἀπειθέω,"to be disobedient, refuse compliance",verb,v-sapamn-,nominative,participle
47.104.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
47.104.t3,τῷ,τῷ,ὁ,1: ,article,l-s---md-,dative,
47.104.t4,ἑνὶ,ἑνὶ,εἷς,1: naar binnen | in | tot aan; tegen,,m-s---md-,,
47.104.t5,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.104.t6,ἀτιμάσας,ἀτιμάσας,ἀτιμάζω,"hold in no honour, esteem lightly",verb,v-sapamn-,nominative,participle
47.104.t7,αὐτοῦ,αὐτοῦ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---mg-,genitive,
47.104.t8,τὴν,τὴν,ὁ,1: ,article,l-s---fa-,accusative,
47.104.t9,δόξαν,δόξαν,δόξα,expectation,noun,n-s---fa-,accusative,
47.104.t10,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.104.t11,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.104.t12,"ἐπαίνους,",ἐπαίνους,ἔπαινος,"approval, praise, commendation",noun,n-p---ma-,accusative,
47.104.t13,τιμήσας,τιμήσας,τιμάω,"honour, revere, reverence",verb,v-sapamn-,nominative,participle
47.104.t14,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
47.104.t15,τοὺς,τοὺς,ὁ,1: ,article,l-p---ma-,accusative,
47.104.t16,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
47.104.t17,πολλῶν,πολλῶν,πολύς,1: talrijk,adjective,a-p---mg-,genitive,
47.104.t18,λόγους,λόγους,λόγος,"1: rede, woord, mededeling",noun,n-p---ma-,accusative,
47.104.t19,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.104.t20,μηδὲν,μηδὲν,μηδείς,"1: niemand, niets",pronoun,p-s---na-,accusative,
47.104.t21,"ἐπαϊόντων,",ἐπαϊόντων,ἐπαΐω,,verb,v-pppamg-,genitive,participle
47.104.t22,ἆρα,ἆρα,ἆρα,anxiety or impatience,adverb,d--------,,
47.104.t23,οὐδὲν,οὐδὲν,οὐδείς,"1: niemand, niets",pronoun,p-s---na-,accusative,
47.104.t24,κακὸν,κακὸν,κακός,"1: slecht, boos, gemeen",adjective,a-s---na-,accusative,
47.104.t25,πείσεται;,πείσεται,πάσχω,"1: ervaren, lijden",verb,v3sfim---,,indicative
47.105.t1,πῶς,πῶς,πῶς,1: hoe?,adverb,d--------,,
47.105.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
47.105.t3,οὔ;,οὔ,οὐ,1: niet,adverb,d--------,,
47.105.t4,[0],[0],,,,,,
47.106.t1,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---nn-,nominative,
47.106.t2,δ’,δ’,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
47.106.t3,ἔστι,ἔστι,εἰμί,1: gaan,verb,v3spia---,,indicative
47.106.t4,τὸ,τὸ,ὁ,1: ,article,l-s---nn-,nominative,
47.106.t5,κακὸν,κακὸν,κακός,"1: slecht, boos, gemeen",adjective,a-s---nn-,nominative,
47.106.t6,"τοῦτο,",τοῦτο,οὗτος,1: die (daar),pronoun,p-s---nn-,nominative,
47.106.t7,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.106.t8,ποῖ,ποῖ,ποῖ,whither?,adverb,d--------,,
47.106.t9,"τείνει,",τείνει,τείνω,stretch,verb,v3spia---,,indicative
47.106.t10,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.106.t11,εἰς,εἰς,εἰς,1: naar binnen | in | tot aan; tegen,preposition,r--------,,
47.106.t12,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---na-,accusative,
47.106.t13,τῶν,τῶν,ὁ,1: ,article,l-p---ng-,genitive,
47.106.t14,τοῦ,τοῦ,ὁ,1: ,article,l-s---mg-,genitive,
47.106.t15,ἀπειθοῦντος;,ἀπειθοῦντος,ἀπειθέω,"to be disobedient, refuse compliance",verb,v-sppamg-,genitive,participle
47.106.t16,[0],[0],,,,,,
47.107.t1,δῆλον,δῆλον,δῆλος,"visible, conspicuous",adjective,a-s---nn-,nominative,
47.107.t2,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
47.107.t3,εἰς,εἰς,εἰς,1: naar binnen | in | tot aan; tegen,preposition,r--------,,
47.107.t4,τὸ,τὸ,ὁ,1: ,article,l-s---na-,accusative,
47.107.t5,σῶμα·,σῶμα,σῶμα,body,noun,n-s---na-,accusative,
47.107.t6,[0],[0],,,,,,
47.107.t7,[2],[2],,,,,,
47.108.t1,τοῦτο,τοῦτο,οὗτος,1: die (daar),pronoun,p-s---nn-,nominative,
47.108.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
47.108.t3,διόλλυσι.,διόλλυσι,διόλλυμι,"destroy utterly, bring to naught",verb,v3spia---,,indicative
47.109.t1,καλῶς,καλῶς,καλός,1: mooi,adverb,d--------,,
47.109.t2,λέγεις.,λέγεις,λέγω,"1: spreken, zeggen | verzamelen",verb,v2spia---,,indicative
47.110.t1,οὐκοῦν,οὐκοῦν,οὐκοῦν,"1: wel dus | niet waar, dus niet?",adverb,d--------,,
47.110.t2,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
47.110.t3,"τἆλλα,",τἆλλα,ἄλλος,1: ander,,p-p---nnp,,
47.110.t4,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
47.110.t5,"Κρίτων,",Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
