ve_ref,value,word_value,lemma,part_of_speech,gloss (eng),parse,tag
25.t6,ἂν,ἂν,ἄν,ADV,modal particle,INDECL,d--------
25.t7,διαφθείροιμι,διαφθείροιμι,διαφθείρω,VERB,"to destroy, ruin; to corrupt",PRES ACT 1SG OPT,v1spoa---
25.t8,καρτερίαν,καρτερίαν,καρτερία,NOUN,"patient endurance, patience",ACC.SG F,n-s---fa-
25.t9,καὶ,καὶ,καί,,"and, also",INDECL,b--------
25.t10,εὐτέλειαν,εὐτέλειαν,εὐτέλεια,NOUN,cheapness,ACC.SG F,n-s---fa-
25.t11,προσεθίζων;,προσεθίζων,προσεθίζω,VERB,to accustom,PRES ACT NOM.SG M PTCP,v-sppamn-
25.t12,ἐφʼ,ἐφʼ,ἐπί,PREP,"on, upon with gen., dat., and acc.",INDECL,r--------
25.t13,οἷς,οἷς,ὅς,PRONOUN,"who, that, which: relative pronoun",DAT.PL N,p-p---nd-
25.t14,γε,γε,γε,ADV,"at least, at any rate",INDECL,d--------
25.t15,μὴν,μὴν,μήν,ADV,"now verily, full surely",INDECL,d--------
25.t16,ἔργοις,ἔργοις,ἔργον,NOUN,work,DAT.PL N,n-p---nd-
25.t17,κεῖται,κεῖται,κεῖμαι,VERB,to lie; to have been set/put (as perf. pass. of τίθημι),PRES MID 3SG IND,v3spie---
25.t18,θάνατος,θάνατος,θάνατος,NOUN,death,NOM.SG M,n-s---mn-
25.t19,ἡ,ἡ,ὁ,ART,the,NOM.SG F,l-s---fn-
25.t20,"ζημία,",ζημία,ζημία,NOUN,"loss, damage",NOM.SG F,n-s---fn-
25.t21,"ἱεροσυλίᾳ,",ἱεροσυλίᾳ,ἱεροσυλία,NOUN,"temple-robbery, sacrilege",DAT.SG F,n-s---fd-
25.t22,"τοιχωρυχίᾳ,",τοιχωρυχίᾳ,τοιχωρυχία,NOUN,housebreaking,DAT.SG F,n-s---fd-
25.t23,"ἀνδραποδίσει,",ἀνδραποδίσει,ἀνδραπόδισις,NOUN,enslaving,DAT.SG F,n-s---fd-
25.t24,πόλεως,πόλεως,πόλις,NOUN,a city,GEN.SG F,n-s---fg-
25.t25,"προδοσίᾳ,",προδοσίᾳ,προδοσία,NOUN,"a giving up, betrayal, treason",DAT.SG F,n-s---fd-
25.t26,οὐδʼ,οὐδʼ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
25.t27,αὐτοὶ,αὐτοὶ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,NOM.PL M,a-p---mn-
25.t28,οἱ,οἱ,ὁ,ART,the,NOM.PL M,l-p---mn-
25.t29,ἀντίδικοι,ἀντίδικοι,ἀντίδικος,ADJ,"an opponent in a suit, defendant",NOM.PL M,a-p---mn-
25.t30,τούτων,τούτων,οὗτος,ADJ,this; that,GEN.PL M,a-p---mg-
25.t31,πρᾶξαί,πρᾶξαί,πράσσω,VERB,"do, (w. adv) fare, (mid.) charge payment",AOR ACT INF,v--ana---
25.t32,τι,τι,τις,ADJ,"any one, any thing, some one, some thing",ACC.SG N,a-s---na-
25.t33,κατʼ,κατʼ,κατά,PREP,"down, against with gen.; according to, throughout with acc.",INDECL,r--------
25.t34,ἐμοῦ,ἐμοῦ,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
25.t35,φασιν.,φασιν,φημί,VERB,"to say, to claim",PRES ACT 3PL IND,v3ppia---
25.t36,ὥστε,ὥστε,ὥστε,CONJ,so that,INDECL,c--------
25.t37,θαυμαστὸν,θαυμαστὸν,θαυμαστός,ADJ,"wondrous, wonderful, marvellous",NOM.SG N,a-s---nn-
25.t38,ἔμοιγε,ἔμοιγε,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
25.t39,δοκεῖ,δοκεῖ,δοκέω,VERB,"seem, impers. it seems best..",PRES ACT 3SG IND,v3spia---
25.t40,εἶναι,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
25.t41,ὅπως,ὅπως,ὅπως,CONJ,"how, that, in order that, as",INDECL,c--------
25.t42,ποτὲ,ποτὲ,ποτέ,ADV,"ever, sometime",INDECL,d--------
25.t43,ἐφάνη,ἐφάνη,φαίνω,VERB,"to bring to light, make to appear",AOR PASS 3SG IND,v3saip---
25.t44,ὑμῖν,ὑμῖν,σύ,PRONOUN,you (personal pronoun),DAT.PL c,p-p---cd-
25.t45,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
25.t46,θανάτου,θανάτου,θάνατος,NOUN,death,GEN.SG M,n-s---mg-
25.t47,ἔργον,ἔργον,ἔργον,NOUN,work,NOM.SG N,n-s---nn-
25.t48,ἄξιον,ἄξιον,ἄξιος,ADJ,worthy,NOM.SG N,a-s---nn-
25.t49,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
25.t50,εἰργασμένον.,εἰργασμένον,ἐργάζομαι,VERB,"to work, labour",PRF MID NOM.SG N PTCP,v-srpenn-
26.t1,ἀλλʼ,ἀλλʼ,ἀλλά,,"otherwise, but",INDECL,b--------
26.t2,οὐδὲ,οὐδὲ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
26.t3,μέντοι,μέντοι,μέντοι,ADV,"however, nevertheless; of course (answers)",INDECL,d--------
26.t4,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
26.t5,ἀδίκως,ἀδίκως,ἄδικος,ADV,"wrong-doing, unrighteous, unjust",INDECL,d--------
26.t6,"ἀποθνῄσκω,",ἀποθνῄσκω,ἀποθνῄσκω,VERB,"to die, be killed",PRES ACT 1SG IND,v1spia---
26.t7,διὰ,διὰ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
26.t8,τοῦτο,τοῦτο,οὗτος,ADJ,this; that,ACC.SG N,a-s---na-
26.t9,μεῖον,μεῖον,μείων,ADJ,less,ACC.SG N COMP,a-s---nac
26.t10,φρονητέον·,φρονητέον,φρονητέον,ADJ,one must think,ACC.SG N,a-s---na-
26.t11,οὐ,οὐ,οὐ,ADV,not,INDECL,d--------
26.t12,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
26.t13,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
26.t14,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
26.t15,τοῖς,τοῖς,ὁ,ART,the,DAT.PL M,l-p---md-
26.t16,καταγνοῦσι,καταγνοῦσι,καταγνέω,VERB,,PRES ACT DAT.PL M PTCP,v-pppamd-
26.t17,τοῦτο,τοῦτο,οὗτος,ADJ,this; that,ACC.SG N,a-s---na-
26.t18,αἰσχρόν,αἰσχρόν,αἰσχρός,ADJ,"causing shame, abusive",ACC.SG N,a-s---na-
26.t19,[γάρ],γάρ,γάρ,ADV,for,INDECL,d--------
26.t20,ἐστι.,ἐστι,εἰμί,VERB,to be,PRES ACT 3SG IND,v3spia---
26.t21,παραμυθεῖται,παραμυθεῖται,παραμυθέομαι,VERB,to encourage,PRES MID 3SG IND,v3spie---
26.t22,δʼ,δʼ,δέ,,but,INDECL,b--------
26.t23,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
26.t24,με,με,ἐγώ,PRONOUN,I (first person pronoun),ACC.SG c,p-s---ca-
26.t25,καὶ,καὶ,καί,,"and, also",INDECL,b--------
26.t26,Παλαμήδης,Παλαμήδης,Παλαμήδης,NOUN,the Inventor,NOM.SG M,n-s---mn-
26.t27,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
26.t28,παραπλησίως,παραπλησίως,παραπλήσιος,ADV,"coming near, nearly resembling, such-like",INDECL,d--------
26.t29,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
26.t30,τελευτήσας·,τελευτήσας,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",AOR ACT NOM.SG M PTCP,v-sapamn-
26.t31,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
26.t32,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
26.t33,καὶ,καὶ,καί,,"and, also",INDECL,b--------
26.t34,νῦν,νῦν,νῦν,ADV,now at this very time,INDECL,d--------
26.t35,πολὺ,πολὺ,πολύς,ADJ,"much, many",ACC.SG N,a-s---na-
26.t36,καλλίους,καλλίους,καλός,ADJ,beautiful,ACC.PL M COMP,a-p---mac
26.t37,ὕμνους,ὕμνους,ὕμνος,NOUN,"a hymn, festive song",ACC.PL M,n-p---ma-
26.t38,παρέχεται,παρέχεται,παρέχω,VERB,"to furnish, provide, supply",PRES MID 3SG IND,v3spie---
26.t39,Ὀδυσσέως,Ὀδυσσέως,Ὀδυσσεύς,NOUN,Odysseus,GEN.SG M,n-s---mg-
26.t40,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
26.t41,ἀδίκως,ἀδίκως,ἄδικος,ADV,"wrong-doing, unrighteous, unjust",INDECL,d--------
26.t42,ἀποκτείναντος,ἀποκτείναντος,ἀποκτείνω,VERB,"to kill, slay",AOR ACT GEN.SG M PTCP,v-sapamg-
26.t43,αὐτόν·,αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
26.t44,οἶδʼ,οἶδʼ,οἶδα,VERB,to know,PRF ACT 1SG IND,v1sria---
26.t45,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
26.t46,καὶ,καὶ,καί,,"and, also",INDECL,b--------
26.t47,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
26.t48,μαρτυρήσεται,μαρτυρήσεται,μαρτύρομαι,VERB,"to call to witness, attest, invoke",FUT MID 3SG IND,v3sfim---
26.t49,ὑπό,ὑπό,ὑπό,PREP,"from under, by, c. gen. under, c. dat., towards c. acc.",INDECL,r--------
26.t50,τε,τε,τε,,and,INDECL,b--------
26.t51,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
26.t52,ἐπιόντος,ἐπιόντος,ἐπέρχομαι,VERB,come near; come upon; attack,PRES ACT GEN.SG N PTCP,v-sppang-
26.t53,καὶ,καὶ,καί,,"and, also",INDECL,b--------
26.t54,ὑπὸ,ὑπὸ,ὑπό,PREP,"from under, by, c. gen. under, c. dat., towards c. acc.",INDECL,r--------
26.t55,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
26.t56,παρεληλυθότος,παρεληλυθότος,παρέρχομαι,VERB,"to go by, beside",PRF ACT GEN.SG M PTCP,v-srpamg-
26.t57,χρόνου,χρόνου,χρόνος,NOUN,time,GEN.SG M,n-s---mg-
26.t58,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
26.t59,ἠδίκησα,ἠδίκησα,ἀδικέω,VERB,to do wrong,AOR ACT 1SG IND,v1saia---
26.t60,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
26.t61,οὐδένα,οὐδένα,οὐδείς,ADJ,"not one, nobody",ACC.SG M,a-s---ma-
26.t62,πώποτε,πώποτε,πώποτε,ADV,ever yet,INDECL,d--------
26.t63,οὐδὲ,οὐδὲ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
26.t64,πονηρότερον,πονηρότερον,πονηρός,ADJ,"toilsome, painful, grievous",ACC.SG N COMP,a-s---nac
26.t65,"ἐποίησα,",ἐποίησα,ποιέω,VERB,"to make, to do",AOR ACT 1SG IND,v1saia---
26.t66,εὐηργέτουν,εὐηργέτουν,εὐεργετέω,VERB,"to do well, do good",IMPRF ACT 1SG IND,v1siia---
26.t67,δὲ,δὲ,δέ,,but,INDECL,b--------
26.t68,τοὺς,τοὺς,ὁ,ART,the,ACC.PL M,l-p---ma-
26.t69,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
26.t70,διαλεγομένους,διαλεγομένους,διαλέγω,VERB,"to pick out one from another, to pick out",PRES MID ACC.PL M PTCP,v-pppema-
26.t71,προῖκα,προῖκα,προῖκα,ADV,,INDECL,d--------
26.t72,διδάσκων,διδάσκων,διδάσκω,VERB,to teach,PRES ACT NOM.SG M PTCP,v-sppamn-
26.t73,ὅ,ὅ,ὅς,PRONOUN,"who, that, which: relative pronoun",ACC.SG N,p-s---na-
26.t74,τι,τι,τις,ADJ,"any one, any thing, some one, some thing",ACC.SG N,a-s---na-
26.t75,ἐδυνάμην,ἐδυνάμην,δύναμαι,VERB,"to be able, capable, strong enough",IMPRF MID 1SG IND,v1siie---
26.t76,ἀγαθόν.,ἀγαθόν,ἀγαθός,ADJ,good,ACC.SG N,a-s---na-
27.t1,εἰπὼν,εἰπὼν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT NOM.SG M PTCP,v-sapamn-
27.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
27.t3,ταῦτα,ταῦτα,οὗτος,ADJ,this; that,ACC.PL N,a-p---na-
27.t4,μάλα,μάλα,μάλα,ADV,"very, very much, exceedingly",INDECL,d--------
27.t5,ὁμολογουμένως,ὁμολογουμένως,ὁμολογουμένως,ADV,conformably with,INDECL,d--------
27.t6,δὴ,δὴ,δή,ADV,[interactional particle: S&H on same page],INDECL,d--------
27.t7,τοῖς,τοῖς,ὁ,ART,the,DAT.PL M,l-p---md-
27.t8,εἰρημένοις,εἰρημένοις,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",PRF MID DAT.PL M PTCP,v-prpemd-
27.t9,ἀπῄει,ἀπῄει,ἀπέρχομαι,VERB,"to go away, depart from",IMPRF ACT 3SG IND,v3siia---
27.t10,καὶ,καὶ,καί,,"and, also",INDECL,b--------
27.t11,ὄμμασι,ὄμμασι,ὄμμα,NOUN,the eye,DAT.PL N,n-p---nd-
27.t12,καὶ,καὶ,καί,,"and, also",INDECL,b--------
27.t13,σχήματι,σχήματι,σχῆμα,NOUN,"form, figure, appearance",DAT.SG N,n-s---nd-
27.t14,καὶ,καὶ,καί,,"and, also",INDECL,b--------
27.t15,βαδίσματι,βαδίσματι,βάδισμα,NOUN,"walk, gait",DAT.SG N,n-s---nd-
27.t16,φαιδρός.,φαιδρός,φαιδρός,ADJ,"bright, beaming",NOM.SG M,a-s---mn-
27.t17,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
27.t18,δὲ,δὲ,δέ,,but,INDECL,b--------
27.t19,ᾔσθετο,ᾔσθετο,αἰσθάνομαι,VERB,"to perceive, apprehend by the senses, to see, hear, feel",AOR MID 3SG IND,v3saim---
27.t20,ἄρα,ἄρα,ἄρα,ADV,particle: 'so',INDECL,d--------
27.t21,τοὺς,τοὺς,ὁ,ART,the,ACC.PL M,l-p---ma-
27.t22,παρεπομένους,παρεπομένους,παρέπομαι,VERB,"to follow along side, follow close",PRES MID ACC.PL M PTCP,v-pppema-
27.t23,"δακρύοντας,",δακρύοντας,δακρύω,VERB,"to weep, shed tears",PRES ACT ACC.PL M PTCP,v-pppama-
27.t24,τί,τί,τίς,ADJ,who? which?,ACC.SG N,a-s---na-
27.t25,τοῦτο;,τοῦτο,οὗτος,ADJ,this; that,ACC.SG N,a-s---na-
27.t26,εἰπεῖν,εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
27.t27,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
27.t28,ἦ,ἦ,ἦ,ADV,"in truth, truly, verily, of a surety",INDECL,d--------
27.t29,ἄρτι,ἄρτι,ἄρτι,ADV,"just now, recently",INDECL,d--------
27.t30,δακρύετε;,δακρύετε,δακρύω,VERB,"to weep, shed tears",PRES ACT 2PL IND,v2ppia---
27.t31,οὐ,οὐ,οὐ,ADV,not,INDECL,d--------
27.t32,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
27.t33,πάλαι,πάλαι,πάλαι,ADV,"long ago, in olden time, in days of yore, in time gone by",INDECL,d--------
27.t34,ἴστε,ἴστε,οἶδα,VERB,to know,PRF ACT 2PL IMP,v2prma---
27.t35,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
27.t36,ἐξ,ἐξ,ἐκ,PREP,from out of,INDECL,r--------
27.t37,ὅτουπερ,ὅτουπερ,ὅστισπερ,PRONOUN,,GEN.SG N,p-s---ng-
27.t38,ἐγενόμην,ἐγενόμην,γίγνομαι,VERB,"become, be born",AOR MID 1SG IND,v1saim---
27.t39,κατεψηφισμένος,κατεψηφισμένος,καταψηφίζομαι,VERB,to vote against,PRF MID NOM.SG M PTCP,v-srpemn-
27.t40,ἦν,ἦν,εἰμί,VERB,to be,IMPRF ACT 3SG IND,v3siia---
27.t41,μου,μου,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
27.t42,ὑπὸ,ὑπὸ,ὑπό,PREP,"from under, by, c. gen. under, c. dat., towards c. acc.",INDECL,r--------
27.t43,τῆς,τῆς,ὁ,ART,the,GEN.SG F,l-s---fg-
27.t44,φύσεως,φύσεως,φύσις,NOUN,"the nature, natural qualities, powers, constitution, condition",GEN.SG F,n-s---fg-
27.t45,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
27.t46,θάνατος;,θάνατος,θάνατος,NOUN,death,NOM.SG M,n-s---mn-
27.t47,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
27.t48,μέντοι,μέντοι,μέντοι,ADV,"however, nevertheless; of course (answers)",INDECL,d--------
27.t49,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
27.t50,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
27.t51,ἀγαθῶν,ἀγαθῶν,ἀγαθός,ADJ,good,GEN.PL N,a-p---ng-
27.t52,ἐπιρρεόντων,ἐπιρρεόντων,ἐπιρρέω,VERB,"to flow upon the surface, float a-top",PRES ACT GEN.PL N PTCP,v-pppang-
27.t53,"προαπόλλυμαι,",προαπόλλυμαι,προαπόλλυμαι,VERB,,PRES MID 1SG IND,v1spie---
27.t54,δῆλον,δῆλον,δῆλος,ADJ,"visible, conspicuous",NOM.SG N,a-s---nn-
27.t55,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
27.t56,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
27.t57,καὶ,καὶ,καί,,"and, also",INDECL,b--------
27.t58,τοῖς,τοῖς,ὁ,ART,the,DAT.PL M,l-p---md-
27.t59,ἐμοῖς,ἐμοῖς,ἐμός,ADJ,mine,DAT.PL M,a-p---md-
27.t60,εὔνοις,εὔνοις,εὔνους,ADJ,,DAT.PL M,a-p---md-
27.t61,λυπητέον·,λυπητέον,λυπητέον,ADJ,one must feel pain,NOM.SG N,a-s---nn-
27.t62,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
27.t63,δὲ,δὲ,δέ,,but,INDECL,b--------
27.t64,χαλεπῶν,χαλεπῶν,χαλεπός,ADJ,"hard to bear, painful; difficult",GEN.PL N,a-p---ng-
27.t65,προσδοκωμένων,προσδοκωμένων,προσδοκάω,VERB,to expect,PRES MID GEN.PL N PTCP,v-pppeng-
27.t66,καταλύω,καταλύω,καταλύω,VERB,"to put down, destroy; settle (disputes); lodge, rest",PRES ACT 1SG IND,v1spia---
27.t67,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
27.t68,"βίον,",βίον,βίος,NOUN,life,ACC.SG M,n-s---ma-
27.t69,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
27.t70,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
27.t71,οἶμαι,οἶμαι,οἴομαι,VERB,"to suppose, think, deem, imagine",PRES MID 1SG IND,v1spie---
27.t72,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
27.t73,εὐπραγοῦντος,εὐπραγοῦντος,εὐπραγέω,VERB,"to do well, be well off, flourish",PRES ACT GEN.SG M PTCP,v-sppamg-
27.t74,ἐμοῦ,ἐμοῦ,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
27.t75,πᾶσιν,πᾶσιν,πᾶς,ADJ,"all, the whole",DAT.PL M,a-p---md-
27.t76,ὑμῖν,ὑμῖν,σύ,PRONOUN,you (personal pronoun),DAT.PL c,p-p---cd-
27.t77,εὐθυμητέον,εὐθυμητέον,εὐθυμητέον,ADJ,one must be cheerful,ACC.SG N,a-s---na-
27.t78,εἶναι.,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
28.t1,παρὼν,παρὼν,πάρειμι,VERB,be present,PRES ACT NOM.SG M PTCP,v-sppamn-
28.t2,δέ,δέ,δέ,,but,INDECL,b--------
28.t3,τις,τις,τις,ADJ,"any one, any thing, some one, some thing",NOM.SG c,a-s---cn-
28.t4,"Ἀπολλόδωρος,",Ἀπολλόδωρος,Ἀπολλόδωρος,NOUN,Apollodorus,NOM.SG M,n-s---mn-
28.t5,ἐπιθυμητὴς,ἐπιθυμητὴς,ἐπιθυμητής,NOUN,one who longs for,NOM.SG M,n-s---mn-
28.t6,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
28.t7,ὢν,ὢν,εἰμί,VERB,to be,PRES ACT NOM.SG M PTCP,v-sppamn-
28.t8,ἰσχυρῶς,ἰσχυρῶς,ἰσχυρός,ADV,"strong, mighty",INDECL,d--------
28.t9,"αὐτοῦ,",αὐτοῦ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,GEN.SG M,a-s---mg-
28.t10,ἄλλως,ἄλλως,ἄλλος,ADV,"other, another",INDECL,d--------
28.t11,δʼ,δʼ,δέ,,but,INDECL,b--------
28.t12,"εὐήθης,",εὐήθης,εὐήθης,ADJ,"good-hearted, open-hearted, simpleminded, guileless",NOM.SG M,a-s---mn-
28.t13,εἶπεν,εἶπεν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT 3SG IND,v3saia---
28.t14,ἄρα·,ἄρα,ἄρα,ADV,particle: 'so',INDECL,d--------
28.t15,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
28.t16,τοῦτο,τοῦτο,οὗτος,ADJ,this; that,ACC.SG N,a-s---na-
28.t17,"ἔγωγε,",ἔγωγε,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
28.t18,ὦ,ὦ,ὦ,INTJ,O! oh!,INDECL,i--------
28.t19,"Σώκρατες,",Σώκρατες,Σωκράτης,NOUN,Socrates,VOC.SG M,n-s---mv-
28.t20,χαλεπώτατα,χαλεπώτατα,χαλεπός,ADJ,"hard to bear, painful; difficult",ACC.PL N SUP,a-p---nas
28.t21,φέρω,φέρω,φέρω,VERB,to bear,PRES ACT 1SG IND,v1spia---
28.t22,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
28.t23,ὁρῶ,ὁρῶ,ὁράω,VERB,to see,PRES ACT 1SG IND,v1spia---
28.t24,σε,σε,σύ,PRONOUN,you (personal pronoun),ACC.SG c,p-s---ca-
28.t25,ἀδίκως,ἀδίκως,ἄδικος,ADV,"wrong-doing, unrighteous, unjust",INDECL,d--------
28.t26,ἀποθνῄσκοντα.,ἀποθνῄσκοντα,ἀποθνῄσκω,VERB,"to die, be killed",PRES ACT ACC.SG M PTCP,v-sppama-
28.t27,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
28.t28,δὲ,δὲ,δέ,,but,INDECL,b--------
28.t29,λέγεται,λέγεται,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",PRES MID 3SG IND,v3spie---
28.t30,καταψήσαντα,καταψήσαντα,καταψάω,VERB,"to stroke with the hand, to stroke, caress",AOR ACT ACC.SG M PTCP,v-sapama-
28.t31,αὐτοῦ,αὐτοῦ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,GEN.SG M,a-s---mg-
28.t32,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
28.t33,κεφαλὴν,κεφαλὴν,κεφαλή,NOUN,the head,ACC.SG F,n-s---fa-
28.t34,εἰπεῖν·,εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
28.t35,σὺ,σὺ,σύ,PRONOUN,you (personal pronoun),NOM.SG c,p-s---cn-
28.t36,"δέ,",δέ,δέ,,but,INDECL,b--------
28.t37,ὦ,ὦ,ὦ,INTJ,O! oh!,INDECL,i--------
28.t38,φίλτατε,φίλτατε,φίλος,ADJ,"friend; loved, beloved, dear",VOC.SG M SUP,a-s---mvs
28.t39,"Ἀπολλόδωρε,",Ἀπολλόδωρε,Ἀπολλόδωρος,NOUN,Apollodorus,VOC.SG M,n-s---mv-
28.t40,μᾶλλον,μᾶλλον,μάλα,ADV,"very, very much, exceedingly",@@@ -------c,d-------c
28.t41,ἐβούλου,ἐβούλου,βούλομαι,VERB,"to will, wish, be willing",IMPRF MID 2SG IND,v2siie---
28.t42,με,με,ἐγώ,PRONOUN,I (first person pronoun),ACC.SG c,p-s---ca-
28.t43,ὁρᾶν,ὁρᾶν,ὁράω,VERB,to see,PRES ACT INF,v--pna---
28.t44,δικαίως,δικαίως,δίκαιος,ADV,"just, observant of custom, correct, balanced",INDECL,d--------
28.t45,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
28.t46,ἀδίκως,ἀδίκως,ἄδικος,ADV,"wrong-doing, unrighteous, unjust",INDECL,d--------
28.t47,ἀποθνῄσκοντα;,ἀποθνῄσκοντα,ἀποθνῄσκω,VERB,"to die, be killed",PRES ACT ACC.SG M PTCP,v-sppama-
28.t48,καὶ,καὶ,καί,,"and, also",INDECL,b--------
28.t49,ἅμα,ἅμα,ἅμα,ADV,"at once, at the same time",INDECL,d--------
28.t50,ἐπιγελάσαι.,ἐπιγελάσαι,ἐπιγελάω,VERB,to laugh approvingly,AOR ACT 3SG OPT,v3saoa---
29.t1,λέγεται,λέγεται,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",PRES MID 3SG IND,v3spie---
29.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
29.t3,καὶ,καὶ,καί,,"and, also",INDECL,b--------
29.t4,Ἄνυτον,Ἄνυτον,Ἄνυτος,NOUN,Anytus,ACC.SG M,n-s---ma-
29.t5,παριόντα,παριόντα,παρέρχομαι,VERB,"to go by, beside",PRES ACT ACC.SG M PTCP,v-sppama-
29.t6,ἰδὼν,ἰδὼν,ὁράω,VERB,to see,AOR ACT NOM.SG M PTCP,v-sapamn-
29.t7,εἰπεῖν·,εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
29.t8,ἀλλʼ,ἀλλʼ,ἀλλά,,"otherwise, but",INDECL,b--------
29.t9,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
29.t10,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
